id_integration,id_etudiant,qualite_relation_camarades,niveau_integration_sociale,isolement_social,victime_harcelement,type_harcelement,pair_ayant_decroche_avant,qualite_relation_enseignants,beneficie_soutien_camarades,beneficie_soutien_enseignants,participation_activites_campus
689,689,Mauvaise,Moyen,0,0,Aucun,0,Neutre,1,0,Parfois
690,690,Mauvaise,Moyen,0,0,Aucun,0,Très bonne,1,1,Parfois
691,691,Bonne,Élevé,1,0,Aucun,0,Bonne,1,0,Souvent
692,692,Très bonne,Moyen,0,0,Aucun,0,Très bonne,0,1,Jamais
693,693,Bonne,Très faible,1,0,Aucun,1,Très bonne,1,1,Souvent
694,694,Neutre,Élevé,0,1,Aucun,1,Très bonne,1,1,Parfois
695,695,Bonne,Moyen,0,0,Aucun,0,Bonne,0,1,Souvent
696,696,Neutre,Moyen,0,0,Aucun,0,Neutre,1,0,Rarement
697,697,Neutre,Très élevé,0,0,Aucun,1,Très bonne,1,1,Parfois
698,698,Bonne,Élevé,0,0,Aucun,0,Très bonne,0,0,Souvent
699,699,Neutre,Moyen,0,0,Aucun,1,Très bonne,0,0,Parfois
700,700,Très bonne,Moyen,0,0,Aucun,1,Neutre,0,1,Rarement
701,701,Très mauvaise,Faible,0,0,Aucun,1,Neutre,0,1,Rarement
702,702,Bonne,Très élevé,0,0,Aucun,1,Mauvaise,0,0,Jamais
703,703,Bonne,Élevé,0,0,Aucun,0,Bonne,1,0,Souvent
704,704,Bonne,Moyen,0,0,Aucun,1,Neutre,1,1,Parfois
705,705,Très bonne,Faible,1,0,Aucun,0,Bonne,1,1,Jamais
706,706,Neutre,Faible,0,0,Aucun,1,Bonne,0,1,Rarement
707,707,Bonne,Très élevé,0,0,Aucun,0,Bonne,0,0,Rarement
708,708,Bonne,Moyen,0,0,Aucun,0,Neutre,1,0,Parfois
709,709,Très bonne,Moyen,0,0,Aucun,0,Très bonne,0,0,Rarement
710,710,Neutre,Faible,0,0,Cyberharcèlement,1,Bonne,1,1,Rarement
711,711,Très bonne,Moyen,0,0,Aucun,0,Bonne,1,1,Rarement
712,712,Très bonne,Moyen,0,0,Aucun,1,Très bonne,1,1,Souvent
713,713,Bonne,Très élevé,0,0,Aucun,1,Neutre,0,1,Souvent
714,714,Neutre,Faible,1,0,Aucun,0,Neutre,1,0,Parfois
715,715,Neutre,Élevé,0,0,Aucun,1,Neutre,1,0,Jamais
716,716,Mauvaise,Faible,0,0,Aucun,1,Neutre,1,1,Souvent
717,717,Mauvaise,Élevé,0,0,Aucun,1,Bonne,1,1,Souvent
718,718,Bonne,Moyen,0,0,Aucun,0,Neutre,0,1,Souvent
719,719,Neutre,Très élevé,0,0,Aucun,0,Neutre,1,0,Souvent
720,720,Neutre,Très élevé,0,0,Aucun,0,Très bonne,0,0,Jamais
721,721,Neutre,Élevé,0,0,Aucun,0,Neutre,0,1,Rarement
722,722,Bonne,Élevé,0,0,Aucun,0,Mauvaise,1,0,Parfois
723,723,Mauvaise,Faible,0,0,Aucun,0,Bonne,0,1,Souvent
724,724,Très mauvaise,Élevé,0,0,Aucun,0,Bonne,0,1,Rarement
725,725,Bonne,Élevé,0,0,Aucun,0,Bonne,1,0,Parfois
726,726,Mauvaise,Très élevé,0,0,Aucun,0,Neutre,0,1,Souvent
727,727,Neutre,Moyen,0,0,Aucun,1,Très bonne,0,1,Rarement
728,728,Neutre,Faible,0,0,Aucun,0,Très bonne,0,0,Souvent
729,729,Bonne,Très élevé,0,0,Aucun,0,Neutre,0,1,Rarement
730,730,Mauvaise,Élevé,1,0,Aucun,0,Neutre,0,0,Jamais
731,731,Mauvaise,Faible,0,0,Cyberharcèlement,0,Neutre,1,0,Souvent
732,732,Mauvaise,Faible,0,0,Aucun,0,Neutre,0,0,Souvent
733,733,Mauvaise,Très élevé,1,0,Aucun,0,Très bonne,0,0,Rarement
734,734,Neutre,Très élevé,0,0,Aucun,1,Neutre,1,0,Rarement
735,735,Mauvaise,Très élevé,0,0,Aucun,0,Bonne,1,1,Rarement
736,736,Très mauvaise,Élevé,1,0,Aucun,0,Bonne,0,1,Parfois
737,737,Mauvaise,Très faible,0,0,Moral,0,Très bonne,0,0,Rarement
738,738,Bonne,Moyen,0,0,Aucun,0,Neutre,0,1,Jamais
739,739,Neutre,Élevé,0,0,Aucun,0,Bonne,0,0,Parfois
740,740,Mauvaise,Moyen,1,0,Aucun,0,Mauvaise,0,0,Jamais
741,741,Bonne,Élevé,0,1,Moral,0,Bonne,0,0,Rarement
742,742,Bonne,Élevé,0,0,Aucun,0,Neutre,0,0,Rarement
743,743,Bonne,Très faible,0,0,Aucun,0,Très bonne,1,0,Rarement
744,744,Bonne,Élevé,0,0,Aucun,0,Bonne,1,0,Jamais
745,745,Neutre,Élevé,0,0,Aucun,0,Bonne,1,0,Parfois
746,746,Mauvaise,Faible,0,0,Aucun,0,Bonne,1,0,Rarement
747,747,Très bonne,Très élevé,0,0,Aucun,1,Bonne,1,0,Souvent
748,748,Bonne,Très faible,1,0,Aucun,1,Mauvaise,1,0,Souvent
749,749,Bonne,Élevé,1,0,Aucun,0,Mauvaise,0,0,Jamais
750,750,Neutre,Moyen,1,0,Aucun,0,Très mauvaise,0,0,Jamais
751,751,Très bonne,Moyen,0,0,Aucun,0,Bonne,0,0,Parfois
752,752,Neutre,Élevé,1,0,Aucun,0,Bonne,1,0,Souvent
753,753,Mauvaise,Élevé,0,0,Aucun,1,Mauvaise,0,0,Jamais
754,754,Neutre,Très élevé,0,0,Aucun,0,Bonne,1,0,Rarement
755,755,Neutre,Élevé,0,0,Aucun,0,Neutre,1,1,Souvent
756,756,Neutre,Élevé,0,0,Aucun,1,Neutre,1,0,Jamais
757,757,Très bonne,Moyen,0,0,Aucun,0,Très bonne,0,0,Parfois
758,758,Bonne,Très faible,1,0,Aucun,1,Bonne,1,0,Rarement
759,759,Mauvaise,Élevé,0,0,Aucun,0,Bonne,1,0,Rarement
760,760,Très bonne,Moyen,0,0,Aucun,0,Très bonne,1,1,Rarement
761,761,Neutre,Élevé,0,0,Aucun,0,Très mauvaise,0,0,Souvent
762,762,Mauvaise,Élevé,0,0,Aucun,1,Bonne,0,0,Jamais
763,763,Bonne,Faible,1,0,Aucun,1,Mauvaise,1,0,Parfois
764,764,Très bonne,Moyen,0,0,Aucun,0,Bonne,1,0,Souvent
765,765,Très bonne,Moyen,0,0,Aucun,0,Bonne,0,0,Rarement
766,766,Très bonne,Très élevé,0,0,Aucun,1,Bonne,0,0,Parfois
767,767,Mauvaise,Moyen,0,0,Aucun,1,Neutre,0,0,Rarement
768,768,Mauvaise,Très élevé,0,0,Aucun,0,Bonne,0,0,Parfois
769,769,Très bonne,Très élevé,0,0,Aucun,0,Très bonne,1,0,Jamais
770,770,Bonne,Moyen,0,0,Aucun,1,Bonne,1,0,Souvent
771,771,Très mauvaise,Élevé,0,0,Aucun,1,Très bonne,0,0,Souvent
772,772,Bonne,Très faible,0,0,Aucun,0,Mauvaise,0,0,Rarement
773,773,Mauvaise,Faible,0,0,Aucun,1,Mauvaise,0,1,Souvent
774,774,Mauvaise,Élevé,0,0,Aucun,1,Neutre,1,1,Parfois
775,775,Neutre,Moyen,0,0,Aucun,0,Très bonne,1,1,Souvent
776,776,Très mauvaise,Élevé,0,0,Cyberharcèlement,0,Mauvaise,0,0,Souvent
777,777,Neutre,Élevé,0,0,Aucun,0,Mauvaise,1,0,Rarement
778,778,Très bonne,Élevé,0,0,Aucun,1,Neutre,0,0,Rarement
779,779,Mauvaise,Élevé,0,0,Aucun,1,Bonne,1,1,Rarement
780,780,Neutre,Très élevé,1,0,Aucun,1,Bonne,0,1,Souvent
781,781,Neutre,Faible,0,0,Aucun,0,Neutre,0,0,Parfois
782,782,Très bonne,Élevé,0,0,Aucun,0,Neutre,1,0,Parfois
783,783,Très bonne,Très élevé,1,0,Aucun,0,Mauvaise,1,1,Souvent
784,784,Bonne,Moyen,0,0,Aucun,0,Neutre,0,0,Parfois
785,785,Neutre,Moyen,0,0,Aucun,1,Mauvaise,0,0,Jamais
786,786,Bonne,Élevé,0,0,Moral,0,Bonne,1,0,Parfois
787,787,Bonne,Élevé,0,0,Aucun,0,Très bonne,0,1,Souvent
788,788,Neutre,Élevé,0,0,Aucun,0,Bonne,0,0,Souvent
789,789,Bonne,Élevé,0,1,Aucun,0,Très bonne,0,1,Jamais
790,790,Mauvaise,Très faible,0,0,Aucun,0,Neutre,0,1,Jamais
791,791,Bonne,Moyen,0,0,Aucun,0,Bonne,1,0,Rarement
792,792,Neutre,Élevé,0,0,Aucun,0,Bonne,1,0,Parfois
793,793,Neutre,Faible,0,0,Aucun,1,Très bonne,0,1,Rarement
794,794,Très mauvaise,Élevé,1,0,Aucun,0,Bonne,1,1,Rarement
795,795,Très bonne,Très faible,0,0,Aucun,1,Mauvaise,1,1,Souvent
796,796,Bonne,Faible,0,0,Cyberharcèlement,0,Mauvaise,0,0,Jamais
797,797,Neutre,Élevé,0,0,Aucun,0,Mauvaise,0,1,Souvent
798,798,Mauvaise,Faible,1,0,Aucun,0,Mauvaise,1,1,Souvent
799,799,Neutre,Très élevé,0,0,Aucun,1,Très bonne,0,0,Souvent
800,800,Bonne,Élevé,0,0,Aucun,0,Neutre,0,0,Parfois
801,801,Bonne,Très élevé,0,0,Aucun,0,Très bonne,0,0,Souvent
802,802,Neutre,Moyen,0,0,Aucun,1,Bonne,0,0,Parfois
803,803,Bonne,Moyen,0,0,Cyberharcèlement,0,Bonne,0,0,Parfois
804,804,Très bonne,Élevé,0,0,Aucun,0,Très bonne,1,1,Parfois
805,805,Bonne,Très élevé,0,0,Aucun,1,Très bonne,1,0,Rarement
806,806,Neutre,Moyen,0,0,Aucun,0,Très bonne,1,0,Jamais
807,807,Neutre,Faible,0,0,Aucun,0,Bonne,0,1,Rarement
808,808,Bonne,Faible,0,0,Aucun,0,Neutre,1,1,Rarement
809,809,Très mauvaise,Moyen,0,0,Aucun,0,Bonne,0,1,Jamais
810,810,Neutre,Très élevé,0,0,Aucun,0,Très bonne,0,0,Souvent
811,811,Mauvaise,Faible,0,0,Aucun,0,Neutre,1,0,Parfois
812,812,Bonne,Moyen,0,0,Aucun,0,Mauvaise,0,0,Souvent
813,813,Très bonne,Moyen,1,0,Aucun,0,Neutre,1,0,Rarement
814,814,Neutre,Moyen,0,0,Aucun,0,Neutre,1,0,Jamais
815,815,Très mauvaise,Très faible,1,0,Aucun,0,Bonne,1,1,Parfois
816,816,Neutre,Élevé,1,0,Aucun,1,Neutre,0,0,Rarement
817,817,Neutre,Très faible,0,0,Aucun,1,Neutre,1,1,Souvent
818,818,Très bonne,Très faible,1,0,Verbal,0,Très bonne,1,0,Rarement
819,819,Bonne,Très faible,0,0,Aucun,0,Bonne,0,0,Rarement
820,820,Bonne,Élevé,1,0,Aucun,0,Neutre,0,1,Rarement
821,821,Bonne,Très faible,0,0,Aucun,1,Très bonne,0,0,Parfois
822,822,Mauvaise,Moyen,0,0,Aucun,0,Bonne,1,0,Souvent
823,823,Bonne,Très élevé,0,0,Verbal,0,Très mauvaise,1,0,Parfois
824,824,Mauvaise,Moyen,1,0,Aucun,0,Neutre,0,0,Parfois
825,825,Neutre,Élevé,0,0,Aucun,0,Bonne,0,0,Rarement
826,826,Bonne,Faible,1,0,Aucun,1,Très mauvaise,0,1,Rarement
827,827,Bonne,Moyen,0,0,Aucun,0,Neutre,0,1,Parfois
828,828,Mauvaise,Moyen,0,0,Aucun,1,Très bonne,1,1,Rarement
829,829,Très bonne,Élevé,0,0,Aucun,0,Neutre,0,0,Jamais
830,830,Neutre,Élevé,0,0,Aucun,0,Bonne,1,1,Parfois
831,831,Bonne,Très élevé,0,0,Cyberharcèlement,0,Mauvaise,0,0,Parfois
832,832,Neutre,Très faible,0,0,Aucun,0,Mauvaise,1,0,Parfois
833,833,Neutre,Élevé,0,0,Aucun,0,Très bonne,0,0,Rarement
834,834,Bonne,Faible,0,0,Aucun,0,Bonne,0,1,Jamais
835,835,Neutre,Moyen,0,0,Verbal,1,Bonne,1,0,Jamais
836,836,Bonne,Moyen,0,0,Aucun,0,Très bonne,1,1,Rarement
837,837,Très bonne,Très faible,0,0,Aucun,0,Bonne,0,1,Rarement
838,838,Neutre,Très faible,0,0,Aucun,1,Neutre,0,1,Jamais
839,839,Mauvaise,Très élevé,0,0,Aucun,0,Neutre,1,1,Jamais
840,840,Neutre,Très faible,0,0,Aucun,0,Neutre,1,1,Parfois
841,841,Très bonne,Faible,0,0,Aucun,0,Neutre,1,0,Parfois
842,842,Bonne,Moyen,0,0,Aucun,1,Mauvaise,1,0,Parfois
843,843,Mauvaise,Très élevé,0,0,Aucun,0,Neutre,0,0,Souvent
844,844,Bonne,Élevé,1,0,Aucun,0,Neutre,0,0,Jamais
845,845,Neutre,Faible,0,0,Aucun,0,Neutre,1,0,Rarement
846,846,Bonne,Moyen,0,0,Aucun,0,Mauvaise,0,0,Jamais
847,847,Bonne,Élevé,0,0,Aucun,1,Neutre,1,1,Parfois
848,848,Très bonne,Moyen,0,0,Aucun,1,Très mauvaise,0,0,Rarement
849,849,Neutre,Élevé,1,0,Aucun,0,Mauvaise,0,0,Parfois
850,850,Neutre,Élevé,0,0,Aucun,0,Mauvaise,0,0,Rarement
851,851,Bonne,Faible,0,0,Aucun,0,Bonne,1,0,Parfois
852,852,Bonne,Faible,0,0,Aucun,0,Neutre,1,1,Rarement
853,853,Neutre,Très élevé,0,0,Aucun,0,Neutre,1,0,Parfois
854,854,Neutre,Moyen,0,0,Aucun,1,Bonne,1,0,Rarement
855,855,Mauvaise,Très faible,0,0,Aucun,0,Bonne,1,0,Parfois
856,856,Neutre,Faible,0,0,Aucun,0,Mauvaise,0,0,Rarement
857,857,Neutre,Faible,0,0,Aucun,0,Très mauvaise,0,0,Rarement
858,858,Très bonne,Élevé,0,0,Aucun,0,Très bonne,1,1,Souvent
859,859,Mauvaise,Moyen,0,1,Aucun,1,Très bonne,1,0,Parfois
860,860,Très bonne,Faible,1,0,Aucun,0,Neutre,0,0,Rarement
861,861,Neutre,Faible,1,0,Aucun,0,Neutre,0,0,Souvent
862,862,Très bonne,Faible,0,1,Aucun,0,Bonne,1,0,Souvent
863,863,Très bonne,Moyen,1,1,Aucun,0,Mauvaise,0,1,Rarement
864,864,Neutre,Moyen,0,0,Aucun,1,Très bonne,0,0,Rarement
865,865,Bonne,Élevé,0,0,Aucun,1,Très bonne,0,1,Rarement
866,866,Neutre,Très élevé,0,0,Aucun,0,Mauvaise,1,1,Parfois
867,867,Bonne,Moyen,0,0,Aucun,0,Très mauvaise,1,1,Rarement
868,868,Très bonne,Faible,0,0,Aucun,0,Très bonne,0,0,Parfois
869,869,Bonne,Moyen,0,0,Aucun,0,Bonne,0,1,Parfois
870,870,Bonne,Moyen,0,1,Aucun,1,Bonne,0,0,Parfois
871,871,Très mauvaise,Très élevé,0,0,Aucun,0,Très bonne,1,0,Parfois
872,872,Neutre,Faible,0,0,Aucun,0,Bonne,0,0,Souvent
873,873,Mauvaise,Moyen,0,0,Aucun,0,Très bonne,1,0,Jamais
874,874,Bonne,Élevé,0,0,Aucun,1,Très mauvaise,0,0,Parfois
875,875,Très mauvaise,Moyen,0,0,Aucun,0,Bonne,1,1,Parfois
876,876,Neutre,Élevé,0,0,Aucun,0,Bonne,0,1,Parfois
877,877,Bonne,Moyen,0,0,Aucun,0,Neutre,1,0,Rarement
878,878,Mauvaise,Élevé,0,1,Aucun,0,Mauvaise,1,0,Rarement
879,879,Très bonne,Élevé,0,0,Aucun,0,Bonne,1,0,Jamais
880,880,Bonne,Élevé,0,0,Aucun,0,Neutre,0,1,Souvent
881,881,Mauvaise,Très faible,1,0,Aucun,0,Neutre,0,0,Parfois
882,882,Bonne,Moyen,0,0,Aucun,0,Très mauvaise,0,0,Souvent
883,883,Bonne,Moyen,0,0,Aucun,1,Très bonne,1,0,Rarement
884,884,Bonne,Élevé,0,0,Aucun,1,Très bonne,0,0,Jamais
885,885,Mauvaise,Moyen,0,1,Aucun,0,Bonne,0,0,Parfois
886,886,Mauvaise,Faible,0,0,Aucun,1,Très mauvaise,1,1,Parfois
887,887,Neutre,Très élevé,0,0,Aucun,0,Mauvaise,0,0,Jamais
888,888,Très bonne,Élevé,0,0,Aucun,0,Neutre,1,1,Parfois
889,889,Bonne,Moyen,0,0,Aucun,0,Bonne,1,0,Souvent
890,890,Neutre,Faible,0,0,Aucun,0,Très bonne,1,1,Souvent
891,891,Neutre,Faible,1,0,Aucun,0,Très bonne,0,0,Jamais
892,892,Bonne,Très faible,0,0,Aucun,0,Neutre,0,0,Souvent
893,893,Mauvaise,Élevé,0,0,Aucun,0,Bonne,0,0,Jamais
894,894,Très bonne,Élevé,0,0,Aucun,0,Très bonne,1,0,Rarement
895,895,Bonne,Faible,0,0,Aucun,1,Très bonne,1,1,Rarement
896,896,Bonne,Très élevé,0,0,Aucun,0,Bonne,0,1,Souvent
897,897,Très bonne,Très élevé,0,0,Aucun,0,Bonne,1,0,Parfois
898,898,Mauvaise,Très faible,0,0,Aucun,0,Neutre,1,1,Souvent
899,899,Très bonne,Moyen,0,0,Aucun,1,Très bonne,1,0,Rarement
900,900,Très bonne,Élevé,0,0,Aucun,0,Très bonne,0,1,Parfois
901,901,Neutre,Moyen,0,0,Aucun,1,Très bonne,1,0,Souvent
902,902,Bonne,Élevé,1,0,Aucun,1,Très bonne,1,0,Jamais
903,903,Bonne,Élevé,0,0,Aucun,1,Très bonne,0,0,Jamais
904,904,Neutre,Élevé,0,0,Aucun,0,Neutre,1,1,Rarement
905,905,Mauvaise,Moyen,0,0,Aucun,1,Bonne,1,0,Jamais
906,906,Très bonne,Faible,0,0,Aucun,0,Très bonne,1,1,Jamais
907,907,Neutre,Élevé,0,0,Aucun,0,Neutre,1,0,Parfois
908,908,Bonne,Élevé,0,0,Aucun,0,Très bonne,1,0,Parfois
909,909,Bonne,Très élevé,0,0,Aucun,0,Neutre,1,1,Jamais
910,910,Très mauvaise,Élevé,0,0,Aucun,0,Bonne,1,1,Parfois
911,911,Très bonne,Moyen,0,0,Aucun,1,Neutre,0,1,Souvent
912,912,Mauvaise,Moyen,1,0,Aucun,1,Mauvaise,0,1,Parfois
913,913,Mauvaise,Moyen,0,0,Aucun,0,Mauvaise,1,0,Jamais
914,914,Mauvaise,Moyen,0,0,Aucun,0,Très bonne,0,1,Rarement
915,915,Neutre,Moyen,0,0,Aucun,0,Mauvaise,0,1,Parfois
916,916,Très bonne,Élevé,0,0,Aucun,1,Bonne,1,0,Souvent
917,917,Très bonne,Très élevé,0,0,Aucun,0,Neutre,0,1,Jamais
918,918,Bonne,Très faible,0,0,Aucun,0,Très bonne,1,1,Jamais
919,919,Très bonne,Faible,0,0,Aucun,1,Très bonne,0,1,Parfois
920,920,Bonne,Faible,0,0,Aucun,0,Bonne,0,0,Jamais
921,921,Neutre,Faible,0,0,Aucun,1,Neutre,0,1,Rarement
922,922,Bonne,Élevé,0,0,Aucun,1,Neutre,1,0,Rarement
923,923,Bonne,Faible,0,0,Aucun,0,Bonne,0,1,Souvent
924,924,Bonne,Très faible,0,0,Aucun,0,Neutre,0,1,Souvent
925,925,Mauvaise,Élevé,0,0,Aucun,0,Neutre,1,0,Jamais
926,926,Bonne,Très faible,0,0,Aucun,1,Bonne,1,0,Rarement
927,927,Mauvaise,Élevé,0,0,Aucun,0,Très bonne,0,0,Souvent
928,928,Mauvaise,Faible,0,0,Aucun,0,Très bonne,1,0,Jamais
929,929,Mauvaise,Élevé,0,0,Aucun,1,Très bonne,1,0,Jamais
930,930,Bonne,Élevé,0,0,Aucun,0,Neutre,0,0,Rarement
931,931,Bonne,Très élevé,1,1,Aucun,0,Très mauvaise,0,0,Parfois
932,932,Neutre,Très élevé,0,0,Aucun,0,Très mauvaise,1,0,Rarement
933,933,Bonne,Moyen,0,0,Aucun,0,Très mauvaise,1,0,Rarement
934,934,Bonne,Moyen,0,0,Aucun,1,Très bonne,1,0,Rarement
935,935,Bonne,Moyen,1,0,Aucun,0,Neutre,1,0,Jamais
936,936,Très bonne,Faible,1,0,Aucun,0,Bonne,0,1,Souvent
937,937,Très bonne,Moyen,0,0,Aucun,0,Très bonne,1,1,Souvent
938,938,Très bonne,Très faible,1,1,Aucun,0,Neutre,0,0,Jamais
939,939,Très mauvaise,Moyen,0,0,Aucun,0,Bonne,0,1,Rarement
940,940,Bonne,Élevé,1,1,Aucun,1,Bonne,1,0,Jamais
941,941,Neutre,Moyen,0,0,Aucun,0,Bonne,1,1,Jamais
942,942,Neutre,Élevé,0,0,Aucun,1,Très bonne,1,1,Parfois
943,943,Neutre,Élevé,0,0,Aucun,0,Très bonne,1,0,Souvent
944,944,Très bonne,Élevé,0,0,Aucun,0,Bonne,0,1,Rarement
945,945,Neutre,Élevé,0,0,Aucun,0,Mauvaise,0,0,Rarement
946,946,Très mauvaise,Faible,0,0,Aucun,0,Bonne,0,1,Parfois
947,947,Très bonne,Faible,0,0,Aucun,0,Bonne,1,0,Souvent
948,948,Très bonne,Élevé,0,0,Aucun,0,Très mauvaise,1,1,Jamais
949,949,Neutre,Très faible,0,0,Aucun,1,Neutre,1,0,Parfois
950,950,Neutre,Très faible,0,1,Aucun,0,Mauvaise,0,0,Rarement
951,951,Neutre,Moyen,0,0,Aucun,0,Bonne,0,0,Jamais
952,952,Très bonne,Moyen,0,0,Aucun,0,Mauvaise,1,1,Jamais
953,953,Bonne,Moyen,0,0,Aucun,0,Très bonne,1,0,Parfois
954,954,Bonne,Très élevé,1,0,Aucun,1,Neutre,0,1,Parfois
955,955,Très bonne,Élevé,0,0,Aucun,0,Bonne,0,1,Parfois
956,956,Bonne,Très faible,0,1,Aucun,1,Mauvaise,0,0,Rarement
957,957,Mauvaise,Moyen,0,0,Cyberharcèlement,0,Bonne,1,1,Souvent
958,958,Très bonne,Élevé,0,0,Aucun,1,Bonne,1,0,Souvent
959,959,Neutre,Moyen,1,0,Aucun,0,Bonne,0,0,Souvent
960,960,Neutre,Moyen,0,1,Aucun,1,Bonne,1,1,Rarement
961,961,Bonne,Faible,0,0,Aucun,0,Bonne,0,1,Souvent
962,962,Neutre,Très élevé,0,0,Aucun,0,Neutre,1,0,Parfois
963,963,Bonne,Faible,0,0,Aucun,1,Bonne,0,1,Rarement
964,964,Bonne,Élevé,0,0,Aucun,1,Mauvaise,1,0,Rarement
965,965,Mauvaise,Très faible,0,0,Moral,0,Neutre,0,0,Souvent
966,966,Très bonne,Élevé,0,1,Aucun,0,Bonne,1,0,Parfois
967,967,Neutre,Élevé,1,0,Aucun,0,Très bonne,0,0,Souvent
968,968,Neutre,Faible,0,0,Aucun,1,Mauvaise,1,0,Jamais
969,969,Bonne,Moyen,0,0,Aucun,1,Très mauvaise,0,0,Parfois
970,970,Très bonne,Moyen,0,0,Aucun,0,Bonne,0,0,Parfois
971,971,Neutre,Très faible,0,0,Aucun,0,Très mauvaise,1,0,Souvent
972,972,Neutre,Élevé,1,0,Aucun,0,Bonne,0,0,Souvent
973,973,Bonne,Élevé,0,0,Aucun,1,Bonne,0,0,Souvent
974,974,Bonne,Très élevé,0,0,Aucun,0,Très bonne,1,1,Jamais
975,975,Très mauvaise,Élevé,1,0,Cyberharcèlement,0,Neutre,0,1,Souvent
976,976,Neutre,Moyen,0,0,Aucun,0,Neutre,0,0,Parfois
977,977,Neutre,Faible,0,0,Aucun,1,Bonne,0,1,Souvent
978,978,Bonne,Très élevé,0,1,Aucun,0,Neutre,0,0,Parfois
979,979,Neutre,Moyen,0,0,Aucun,0,Neutre,1,1,Jamais
980,980,Neutre,Très faible,0,0,Aucun,0,Neutre,1,0,Rarement
981,981,Neutre,Moyen,1,0,Aucun,0,Neutre,1,1,Jamais
982,982,Très mauvaise,Très faible,1,0,Aucun,0,Bonne,0,0,Rarement
983,983,Bonne,Faible,0,0,Aucun,0,Mauvaise,1,1,Souvent
984,984,Neutre,Moyen,1,0,Aucun,1,Neutre,0,0,Parfois
985,985,Bonne,Faible,0,1,Cyberharcèlement,0,Très bonne,1,1,Rarement
986,986,Neutre,Moyen,0,0,Aucun,0,Neutre,0,0,Jamais
987,987,Neutre,Moyen,0,0,Aucun,0,Mauvaise,1,0,Parfois
988,988,Bonne,Élevé,0,0,Aucun,0,Très mauvaise,0,0,Parfois
989,989,Très mauvaise,Élevé,0,0,Aucun,0,Mauvaise,0,0,Rarement
990,990,Bonne,Élevé,1,0,Aucun,0,Très bonne,1,1,Souvent
991,991,Très mauvaise,Moyen,1,0,Aucun,0,Bonne,0,0,Parfois
992,992,Très bonne,Très élevé,0,0,Aucun,0,Très bonne,0,0,Parfois
993,993,Bonne,Moyen,0,0,Aucun,1,Neutre,0,0,Souvent
994,994,Très mauvaise,Très faible,1,0,Aucun,0,Bonne,0,0,Rarement
995,995,Bonne,Faible,0,0,Aucun,0,Mauvaise,1,0,Jamais
996,996,Bonne,Faible,0,0,Aucun,1,Bonne,1,0,Jamais
997,997,Bonne,Très faible,1,1,Aucun,0,Neutre,0,0,Rarement
998,998,Très bonne,Élevé,0,0,Verbal,0,Bonne,0,1,Parfois
999,999,Neutre,Faible,0,0,Aucun,0,Bonne,0,0,Jamais
1000,1000,Neutre,Faible,0,0,Aucun,0,Bonne,1,0,Parfois
1001,1001,Bonne,Faible,0,0,Aucun,0,Neutre,0,1,Rarement
1002,1002,Bonne,Faible,0,0,Aucun,0,Mauvaise,0,0,Parfois
1003,1003,Neutre,Faible,1,0,Aucun,0,Bonne,0,0,Rarement
1004,1004,Bonne,Élevé,0,0,Aucun,0,Mauvaise,1,1,Parfois
1005,1005,Bonne,Faible,0,0,Aucun,1,Bonne,1,0,Souvent
1006,1006,Bonne,Très élevé,0,0,Aucun,0,Bonne,1,1,Souvent
1007,1007,Bonne,Faible,1,0,Aucun,1,Bonne,1,0,Jamais
1008,1008,Neutre,Moyen,1,0,Aucun,0,Neutre,1,1,Jamais
1009,1009,Très bonne,Élevé,0,0,Aucun,1,Bonne,1,0,Parfois
1010,1010,Bonne,Moyen,0,0,Aucun,1,Bonne,1,1,Souvent
1011,1011,Bonne,Élevé,0,0,Aucun,0,Très mauvaise,1,0,Parfois
1012,1012,Neutre,Moyen,0,1,Cyberharcèlement,0,Neutre,1,0,Rarement
1013,1013,Bonne,Élevé,0,0,Aucun,1,Bonne,0,1,Parfois
1014,1014,Bonne,Moyen,0,0,Aucun,0,Bonne,0,0,Rarement
1015,1015,Mauvaise,Très faible,0,0,Aucun,0,Très bonne,0,0,Souvent
1016,1016,Neutre,Faible,0,0,Aucun,0,Mauvaise,0,0,Souvent
1017,1017,Très bonne,Très élevé,0,0,Aucun,0,Neutre,0,0,Jamais
1018,1018,Très bonne,Très faible,0,0,Aucun,1,Neutre,1,1,Souvent
1019,1019,Mauvaise,Faible,1,0,Aucun,0,Neutre,1,0,Parfois
1020,1020,Mauvaise,Faible,1,0,Aucun,0,Neutre,0,0,Souvent
1021,1021,Très bonne,Moyen,0,0,Aucun,0,Très bonne,1,0,Jamais
1022,1022,Bonne,Moyen,0,0,Aucun,0,Très mauvaise,0,0,Parfois
1023,1023,Bonne,Très faible,1,0,Aucun,1,Très mauvaise,1,1,Rarement
1024,1024,Mauvaise,Très élevé,0,0,Aucun,1,Très bonne,1,1,Jamais
1025,1025,Mauvaise,Très élevé,1,0,Aucun,1,Bonne,0,0,Souvent
1026,1026,Mauvaise,Moyen,0,0,Aucun,0,Très bonne,0,1,Souvent
1027,1027,Bonne,Très élevé,0,0,Aucun,0,Très bonne,1,1,Rarement
1028,1028,Bonne,Moyen,0,0,Aucun,0,Très bonne,1,1,Parfois
1029,1029,Neutre,Élevé,0,0,Aucun,1,Très bonne,0,1,Souvent
1030,1030,Neutre,Moyen,0,0,Aucun,0,Neutre,0,0,Parfois
