id_difficulte,id_etudiant,maitrise_metier_etudiant,difficulte_adaptation_methodes,difficulte_taille_groupes,interet_lecture_ecriture,frequence_etude_lecons,attente_veille_examens,participation_examens_semestriels,passé_scolaire_difficile,decrochage_anterieur_sec_prim,difficultes_pedagogiques_specifiques
620,620,Très mauvaise,Légère,1,Faible,Régulièrement,1,La plupart,0,0,Aucune
621,621,Moyenne,Modérée,0,Moyen,Régulièrement,1,La plupart,0,0,Gestion du stress
622,622,Bonne,Aucune,1,Élevé,Régulièrement,0,La plupart,0,0,Aucune
623,623,Bonne,Modérée,0,Élevé,Rarement,1,Tous,0,0,Aucune
624,624,Moyenne,Légère,0,Moyen,Intensivement,0,Tous,0,0,Aucune
625,625,Bonne,Modérée,1,Faible,Régulièrement,0,Tous,0,0,Expression écrite
626,626,Bonne,Aucune,1,Élevé,Parfois,0,Tous,1,1,Aucune
627,627,Bonne,Modérée,0,Moyen,Parfois,0,La plupart,1,1,Mémorisation
628,628,Moyenne,Légère,1,Faible,Régulièrement,0,Tous,1,1,Organisation du travail
629,629,Très bonne,Modérée,0,Faible,Parfois,1,La plupart,0,0,Compréhension des cours
630,630,Bonne,Légère,0,Moyen,Jamais,1,Tous,1,1,Mémorisation
631,631,Moyenne,Sévère,0,Faible,Régulièrement,0,La plupart,0,0,Compréhension des cours
632,632,Très bonne,Modérée,0,Élevé,Régulièrement,0,La plupart,0,0,Mémorisation
633,633,Bonne,Modérée,1,Élevé,Rarement,1,La plupart,0,0,Mémorisation
634,634,Bonne,Aucune,0,Moyen,Parfois,1,La plupart,0,0,Compréhension des cours
635,635,Très mauvaise,Modérée,1,Faible,Parfois,1,Tous,0,0,Aucune
636,636,Moyenne,Aucune,1,Moyen,Régulièrement,0,Tous,0,0,Mémorisation
637,637,Très bonne,Modérée,0,Élevé,Régulièrement,0,La plupart,0,0,Mémorisation
638,638,Moyenne,Modérée,0,Faible,Parfois,0,Aucun,0,0,Aucune
639,639,Très mauvaise,Modérée,1,Faible,Rarement,1,Tous,0,0,Organisation du travail
640,640,Mauvaise,Légère,1,Faible,Régulièrement,0,Quelques-uns,0,0,Mémorisation
641,641,Très bonne,Modérée,0,Moyen,Rarement,1,Tous,0,0,Compréhension des cours
642,642,Très mauvaise,Légère,1,Faible,Régulièrement,1,La plupart,0,0,Aucune
643,643,Bonne,Sévère,1,Élevé,Régulièrement,0,La plupart,0,0,Aucune
644,644,Bonne,Modérée,1,Moyen,Parfois,1,Tous,0,0,Gestion du stress
645,645,Bonne,Légère,0,Élevé,Régulièrement,0,Tous,1,0,Aucune
646,646,Très bonne,Aucune,0,Élevé,Intensivement,0,Tous,0,0,Gestion du stress
647,647,Moyenne,Sévère,1,Élevé,Parfois,0,Tous,0,0,Aucune
648,648,Très bonne,Légère,0,Faible,Régulièrement,0,Quelques-uns,1,1,Aucune
649,649,Moyenne,Légère,0,Élevé,Intensivement,0,Tous,0,0,Aucune
650,650,Bonne,Sévère,0,Moyen,Rarement,0,Tous,1,0,Compréhension des cours
651,651,Bonne,Modérée,1,Moyen,Parfois,1,Tous,0,0,Mémorisation
652,652,Très bonne,Légère,0,Élevé,Parfois,0,Tous,0,0,Aucune
653,653,Moyenne,Légère,0,Faible,Rarement,1,Aucun,0,0,Expression écrite
654,654,Mauvaise,Aucune,0,Élevé,Régulièrement,0,Tous,0,0,Aucune
655,655,Mauvaise,Légère,1,Élevé,Régulièrement,1,Tous,0,0,Compréhension des cours
656,656,Très bonne,Modérée,0,Faible,Régulièrement,0,Tous,1,1,Organisation du travail
657,657,Très mauvaise,Modérée,0,Faible,Régulièrement,0,Tous,0,0,Aucune
658,658,Mauvaise,Modérée,0,Élevé,Régulièrement,0,Tous,0,0,Aucune
659,659,Très mauvaise,Légère,1,Élevé,Rarement,1,Tous,0,0,Gestion du stress
660,660,Bonne,Légère,1,Moyen,Intensivement,0,La plupart,0,0,Expression écrite
661,661,Mauvaise,Légère,0,Élevé,Rarement,1,La plupart,0,0,Aucune
662,662,Moyenne,Modérée,1,Moyen,Rarement,0,La plupart,0,0,Organisation du travail
663,663,Mauvaise,Modérée,0,Moyen,Parfois,1,Tous,0,0,Compréhension des cours
664,664,Très bonne,Légère,0,Élevé,Intensivement,0,Tous,1,1,Aucune
665,665,Moyenne,Sévère,0,Élevé,Rarement,0,La plupart,0,0,Expression écrite
666,666,Très bonne,Légère,1,Élevé,Parfois,0,La plupart,0,0,Expression écrite
667,667,Moyenne,Légère,0,Faible,Parfois,1,Tous,0,0,Aucune
668,668,Mauvaise,Légère,0,Moyen,Parfois,1,Tous,0,0,Mémorisation
669,669,Très bonne,Sévère,1,Moyen,Rarement,1,Tous,0,0,Mémorisation
670,670,Très bonne,Légère,1,Faible,Rarement,0,Tous,0,0,Gestion du stress
671,671,Bonne,Légère,1,Moyen,Rarement,0,Tous,0,0,Aucune
672,672,Mauvaise,Aucune,0,Moyen,Régulièrement,0,La plupart,0,0,Compréhension des cours
673,673,Moyenne,Aucune,0,Moyen,Régulièrement,0,Tous,0,0,Compréhension des cours
674,674,Moyenne,Légère,1,Élevé,Régulièrement,0,Tous,0,0,Aucune
675,675,Moyenne,Aucune,0,Moyen,Régulièrement,0,La plupart,0,0,Aucune
676,676,Moyenne,Aucune,1,Élevé,Régulièrement,0,Tous,1,0,Aucune
677,677,Mauvaise,Aucune,0,Moyen,Parfois,0,Tous,0,0,Aucune
678,678,Mauvaise,Sévère,1,Moyen,Jamais,1,La plupart,0,0,Aucune
679,679,Mauvaise,Sévère,1,Moyen,Régulièrement,0,Quelques-uns,0,0,Aucune
680,680,Moyenne,Aucune,0,Faible,Parfois,0,Tous,0,0,Expression écrite
681,681,Très bonne,Sévère,1,Faible,Rarement,1,La plupart,0,0,Compréhension des cours
682,682,Moyenne,Légère,0,Élevé,Parfois,1,La plupart,0,0,Mémorisation
683,683,Moyenne,Modérée,1,Faible,Jamais,1,Quelques-uns,1,0,Organisation du travail
684,684,Moyenne,Modérée,0,Moyen,Régulièrement,0,Tous,0,0,Expression écrite
685,685,Bonne,Modérée,1,Élevé,Régulièrement,1,Quelques-uns,0,0,Mémorisation
686,686,Bonne,Sévère,1,Élevé,Intensivement,0,Tous,0,0,Expression écrite
687,687,Mauvaise,Légère,0,Faible,Régulièrement,0,La plupart,0,0,Expression écrite
688,688,Très bonne,Modérée,0,Élevé,Intensivement,0,Tous,0,0,Gestion du stress
689,689,Bonne,Sévère,1,Moyen,Jamais,1,Tous,0,0,Organisation du travail
690,690,Bonne,Aucune,0,Moyen,Régulièrement,1,Tous,0,0,Organisation du travail
691,691,Mauvaise,Modérée,1,Moyen,Parfois,0,Aucun,0,0,Compréhension des cours
692,692,Bonne,Modérée,0,Moyen,Parfois,1,Tous,1,1,Expression écrite
693,693,Moyenne,Modérée,0,Faible,Régulièrement,0,Quelques-uns,1,0,Mémorisation
694,694,Mauvaise,Légère,0,Élevé,Parfois,0,Tous,1,0,Compréhension des cours
695,695,Bonne,Légère,0,Moyen,Régulièrement,0,Tous,0,0,Aucune
696,696,Mauvaise,Modérée,0,Élevé,Régulièrement,0,Aucun,0,0,Gestion du stress
697,697,Bonne,Légère,1,Moyen,Régulièrement,0,La plupart,0,0,Mémorisation
698,698,Moyenne,Modérée,0,Élevé,Rarement,1,La plupart,0,0,Organisation du travail
699,699,Très mauvaise,Sévère,0,Moyen,Parfois,1,Tous,1,1,Expression écrite
700,700,Bonne,Légère,1,Faible,Parfois,0,Tous,0,0,Mémorisation
701,701,Mauvaise,Sévère,1,Élevé,Jamais,1,Quelques-uns,0,0,Compréhension des cours
702,702,Bonne,Aucune,1,Moyen,Régulièrement,0,Quelques-uns,0,0,Gestion du stress
703,703,Très mauvaise,Légère,0,Moyen,Parfois,1,La plupart,0,0,Aucune
704,704,Très bonne,Aucune,1,Moyen,Parfois,1,La plupart,0,0,Expression écrite
705,705,Bonne,Aucune,1,Élevé,Rarement,0,La plupart,0,0,Compréhension des cours
706,706,Très mauvaise,Modérée,0,Faible,Rarement,1,La plupart,0,0,Expression écrite
707,707,Mauvaise,Aucune,0,Faible,Régulièrement,1,Tous,0,0,Compréhension des cours
708,708,Très bonne,Modérée,1,Faible,Rarement,1,Quelques-uns,0,0,Compréhension des cours
709,709,Moyenne,Aucune,1,Élevé,Intensivement,0,La plupart,1,1,Compréhension des cours
710,710,Moyenne,Aucune,0,Élevé,Parfois,0,Tous,1,1,Expression écrite
711,711,Mauvaise,Modérée,0,Moyen,Rarement,1,La plupart,0,0,Compréhension des cours
712,712,Bonne,Modérée,0,Moyen,Parfois,0,Tous,0,0,Compréhension des cours
713,713,Bonne,Légère,1,Élevé,Parfois,0,Tous,1,1,Aucune
714,714,Moyenne,Légère,0,Élevé,Parfois,1,La plupart,0,0,Mémorisation
715,715,Bonne,Modérée,0,Moyen,Parfois,0,La plupart,0,0,Aucune
716,716,Moyenne,Sévère,0,Moyen,Jamais,1,Tous,0,0,Organisation du travail
717,717,Très bonne,Aucune,1,Élevé,Régulièrement,0,Tous,1,0,Expression écrite
718,718,Bonne,Légère,1,Moyen,Parfois,1,La plupart,0,0,Compréhension des cours
719,719,Très bonne,Modérée,0,Élevé,Régulièrement,0,Tous,0,0,Mémorisation
720,720,Bonne,Modérée,1,Élevé,Rarement,0,Tous,0,0,Organisation du travail
721,721,Bonne,Modérée,0,Moyen,Parfois,1,Aucun,0,0,Mémorisation
722,722,Bonne,Aucune,0,Élevé,Régulièrement,0,Tous,0,0,Expression écrite
723,723,Moyenne,Légère,0,Moyen,Parfois,0,Quelques-uns,1,0,Compréhension des cours
724,724,Très mauvaise,Modérée,1,Élevé,Intensivement,0,Tous,0,0,Aucune
725,725,Mauvaise,Légère,0,Élevé,Régulièrement,0,Quelques-uns,0,0,Gestion du stress
726,726,Très bonne,Modérée,0,Élevé,Parfois,0,Aucun,0,0,Aucune
727,727,Bonne,Aucune,1,Moyen,Intensivement,0,Tous,0,0,Aucune
728,728,Mauvaise,Sévère,0,Moyen,Jamais,1,Aucun,1,0,Aucune
729,729,Bonne,Modérée,1,Faible,Parfois,0,La plupart,0,0,Aucune
730,730,Moyenne,Aucune,0,Faible,Intensivement,0,Tous,0,0,Gestion du stress
731,731,Moyenne,Sévère,0,Élevé,Rarement,1,Tous,0,0,Aucune
732,732,Moyenne,Sévère,1,Moyen,Rarement,1,Tous,1,1,Mémorisation
733,733,Moyenne,Modérée,1,Moyen,Rarement,0,Tous,0,0,Mémorisation
734,734,Moyenne,Légère,0,Élevé,Régulièrement,1,Tous,1,1,Compréhension des cours
735,735,Bonne,Légère,1,Moyen,Intensivement,0,Tous,0,0,Aucune
736,736,Moyenne,Légère,0,Élevé,Rarement,1,Tous,0,0,Aucune
737,737,Moyenne,Modérée,1,Moyen,Intensivement,0,Tous,0,0,Aucune
738,738,Mauvaise,Sévère,0,Élevé,Rarement,0,Tous,0,0,Aucune
739,739,Mauvaise,Aucune,0,Moyen,Parfois,0,Tous,0,0,Compréhension des cours
740,740,Moyenne,Aucune,0,Élevé,Régulièrement,0,Tous,1,0,Expression écrite
741,741,Très bonne,Légère,1,Élevé,Rarement,1,Quelques-uns,0,0,Gestion du stress
742,742,Mauvaise,Modérée,1,Élevé,Parfois,0,Quelques-uns,0,0,Aucune
743,743,Bonne,Aucune,1,Élevé,Parfois,1,La plupart,0,0,Compréhension des cours
744,744,Bonne,Modérée,1,Moyen,Parfois,0,La plupart,0,0,Compréhension des cours
745,745,Très mauvaise,Légère,1,Élevé,Intensivement,0,La plupart,0,0,Aucune
746,746,Bonne,Légère,1,Élevé,Intensivement,0,Tous,0,0,Aucune
747,747,Moyenne,Aucune,0,Élevé,Régulièrement,0,Tous,0,0,Mémorisation
748,748,Très mauvaise,Légère,0,Élevé,Régulièrement,1,Tous,1,1,Organisation du travail
749,749,Bonne,Modérée,0,Faible,Régulièrement,0,La plupart,0,0,Aucune
750,750,Mauvaise,Aucune,1,Faible,Parfois,1,La plupart,1,1,Gestion du stress
751,751,Moyenne,Légère,0,Faible,Intensivement,0,Quelques-uns,0,0,Aucune
752,752,Mauvaise,Modérée,1,Moyen,Régulièrement,0,Tous,0,0,Gestion du stress
753,753,Bonne,Légère,1,Moyen,Parfois,0,Tous,0,0,Mémorisation
754,754,Très bonne,Aucune,0,Élevé,Intensivement,0,Tous,0,0,Aucune
755,755,Bonne,Aucune,1,Élevé,Régulièrement,0,Tous,1,0,Mémorisation
756,756,Moyenne,Sévère,0,Moyen,Régulièrement,0,Tous,0,0,Organisation du travail
757,757,Bonne,Aucune,0,Moyen,Régulièrement,0,Tous,1,1,Aucune
758,758,Mauvaise,Sévère,0,Élevé,Rarement,1,Tous,0,0,Expression écrite
759,759,Bonne,Modérée,1,Moyen,Intensivement,1,La plupart,0,0,Mémorisation
760,760,Très mauvaise,Modérée,0,Moyen,Parfois,0,La plupart,1,1,Gestion du stress
761,761,Très mauvaise,Aucune,0,Élevé,Régulièrement,1,Quelques-uns,0,0,Mémorisation
762,762,Très bonne,Légère,0,Élevé,Régulièrement,1,Tous,0,0,Aucune
763,763,Moyenne,Légère,0,Moyen,Intensivement,0,Tous,1,1,Aucune
764,764,Moyenne,Modérée,1,Élevé,Parfois,1,La plupart,0,0,Aucune
765,765,Mauvaise,Légère,0,Faible,Jamais,0,Tous,1,1,Aucune
766,766,Bonne,Modérée,0,Moyen,Intensivement,1,Tous,0,0,Mémorisation
767,767,Moyenne,Modérée,0,Faible,Régulièrement,0,Tous,0,0,Mémorisation
768,768,Bonne,Modérée,1,Moyen,Intensivement,0,Quelques-uns,0,0,Aucune
769,769,Mauvaise,Légère,1,Moyen,Rarement,1,La plupart,1,0,Compréhension des cours
770,770,Très bonne,Sévère,0,Élevé,Parfois,0,Tous,1,0,Compréhension des cours
771,771,Moyenne,Aucune,0,Moyen,Régulièrement,0,La plupart,0,0,Aucune
772,772,Bonne,Légère,0,Moyen,Régulièrement,0,La plupart,0,0,Organisation du travail
773,773,Mauvaise,Modérée,1,Élevé,Intensivement,0,Tous,1,0,Mémorisation
774,774,Bonne,Sévère,1,Moyen,Rarement,1,Tous,1,1,Aucune
775,775,Mauvaise,Légère,0,Faible,Régulièrement,1,Tous,1,0,Compréhension des cours
776,776,Très bonne,Modérée,0,Élevé,Parfois,0,La plupart,1,1,Mémorisation
777,777,Très bonne,Légère,0,Faible,Régulièrement,0,Tous,1,0,Mémorisation
778,778,Mauvaise,Légère,0,Moyen,Intensivement,0,Tous,0,0,Compréhension des cours
779,779,Moyenne,Légère,0,Élevé,Parfois,0,Tous,1,1,Mémorisation
780,780,Moyenne,Aucune,0,Moyen,Régulièrement,0,Aucun,0,0,Gestion du stress
781,781,Moyenne,Modérée,1,Moyen,Rarement,1,La plupart,1,1,Aucune
782,782,Bonne,Légère,0,Élevé,Intensivement,0,Tous,1,1,Compréhension des cours
783,783,Moyenne,Sévère,0,Élevé,Régulièrement,0,La plupart,0,0,Gestion du stress
784,784,Très mauvaise,Légère,0,Élevé,Parfois,0,Tous,1,1,Organisation du travail
785,785,Très mauvaise,Légère,0,Faible,Rarement,1,Tous,0,0,Expression écrite
786,786,Moyenne,Légère,1,Élevé,Intensivement,0,Tous,0,0,Aucune
787,787,Moyenne,Modérée,0,Moyen,Parfois,1,Quelques-uns,0,0,Mémorisation
788,788,Très bonne,Légère,1,Élevé,Rarement,0,Tous,0,0,Aucune
789,789,Mauvaise,Légère,0,Élevé,Régulièrement,0,Tous,1,0,Compréhension des cours
790,790,Moyenne,Légère,1,Élevé,Régulièrement,0,Quelques-uns,0,0,Aucune
791,791,Très bonne,Sévère,0,Faible,Régulièrement,1,Tous,0,0,Compréhension des cours
792,792,Bonne,Aucune,0,Élevé,Régulièrement,1,La plupart,0,0,Aucune
793,793,Moyenne,Modérée,1,Élevé,Régulièrement,0,Tous,0,0,Gestion du stress
794,794,Moyenne,Aucune,0,Moyen,Régulièrement,0,Quelques-uns,0,0,Expression écrite
795,795,Très mauvaise,Aucune,0,Moyen,Rarement,1,Tous,0,0,Organisation du travail
796,796,Très bonne,Légère,0,Moyen,Intensivement,1,Tous,0,0,Aucune
797,797,Très mauvaise,Modérée,1,Moyen,Régulièrement,0,Tous,1,1,Gestion du stress
798,798,Bonne,Modérée,0,Faible,Parfois,1,Tous,0,0,Aucune
799,799,Bonne,Légère,0,Moyen,Régulièrement,0,La plupart,0,0,Compréhension des cours
800,800,Moyenne,Légère,0,Élevé,Rarement,1,Tous,1,0,Mémorisation
801,801,Bonne,Légère,0,Élevé,Régulièrement,0,Tous,0,0,Mémorisation
802,802,Très bonne,Modérée,1,Faible,Intensivement,0,Tous,0,0,Mémorisation
803,803,Moyenne,Modérée,0,Moyen,Rarement,0,Quelques-uns,0,0,Aucune
804,804,Moyenne,Légère,0,Moyen,Intensivement,0,Tous,0,0,Aucune
805,805,Bonne,Modérée,1,Moyen,Régulièrement,0,Tous,0,0,Mémorisation
806,806,Mauvaise,Légère,0,Moyen,Régulièrement,0,La plupart,0,0,Aucune
807,807,Très mauvaise,Modérée,1,Faible,Parfois,1,Tous,0,0,Aucune
808,808,Mauvaise,Légère,1,Élevé,Rarement,0,Tous,0,0,Mémorisation
809,809,Moyenne,Légère,0,Élevé,Régulièrement,0,Tous,0,0,Aucune
810,810,Moyenne,Modérée,0,Élevé,Intensivement,0,Tous,0,0,Mémorisation
811,811,Bonne,Modérée,1,Élevé,Rarement,1,Tous,1,1,Aucune
812,812,Moyenne,Aucune,0,Moyen,Régulièrement,0,Tous,1,0,Gestion du stress
813,813,Très bonne,Aucune,1,Élevé,Parfois,0,La plupart,0,0,Aucune
814,814,Mauvaise,Modérée,0,Faible,Régulièrement,0,Tous,0,0,Compréhension des cours
815,815,Moyenne,Sévère,1,Faible,Jamais,1,Tous,0,0,Aucune
816,816,Bonne,Légère,1,Élevé,Régulièrement,1,Tous,0,0,Aucune
817,817,Moyenne,Aucune,0,Élevé,Régulièrement,0,Tous,0,0,Aucune
818,818,Très mauvaise,Modérée,0,Élevé,Régulièrement,1,Tous,0,0,Mémorisation
819,819,Mauvaise,Aucune,1,Élevé,Parfois,1,Tous,0,0,Mémorisation
820,820,Mauvaise,Légère,0,Faible,Rarement,1,Tous,0,0,Aucune
821,821,Bonne,Modérée,0,Élevé,Jamais,1,Tous,0,0,Organisation du travail
822,822,Moyenne,Aucune,1,Élevé,Intensivement,0,Tous,1,0,Expression écrite
823,823,Très bonne,Aucune,1,Faible,Intensivement,0,Tous,0,0,Compréhension des cours
824,824,Bonne,Modérée,0,Faible,Rarement,1,Tous,1,1,Aucune
825,825,Moyenne,Légère,1,Moyen,Intensivement,0,Tous,0,0,Aucune
826,826,Très bonne,Légère,0,Faible,Rarement,0,Tous,0,0,Organisation du travail
827,827,Mauvaise,Légère,1,Élevé,Parfois,0,Tous,1,1,Aucune
828,828,Très bonne,Modérée,1,Élevé,Régulièrement,0,Tous,0,0,Organisation du travail
829,829,Bonne,Modérée,0,Moyen,Rarement,1,La plupart,0,0,Expression écrite
830,830,Très bonne,Sévère,0,Faible,Parfois,1,Tous,0,0,Compréhension des cours
831,831,Mauvaise,Aucune,0,Élevé,Régulièrement,0,Tous,0,0,Expression écrite
832,832,Moyenne,Modérée,0,Élevé,Parfois,1,Tous,1,1,Aucune
833,833,Bonne,Sévère,0,Faible,Régulièrement,1,Tous,0,0,Organisation du travail
834,834,Très bonne,Modérée,0,Élevé,Régulièrement,0,Tous,0,0,Mémorisation
835,835,Très bonne,Légère,0,Élevé,Régulièrement,0,Quelques-uns,0,0,Aucune
836,836,Très bonne,Aucune,0,Élevé,Intensivement,0,La plupart,0,0,Aucune
837,837,Bonne,Aucune,1,Moyen,Intensivement,0,La plupart,0,0,Compréhension des cours
838,838,Très bonne,Légère,0,Élevé,Intensivement,0,Tous,0,0,Compréhension des cours
839,839,Bonne,Sévère,1,Moyen,Parfois,0,Tous,0,0,Aucune
840,840,Moyenne,Légère,1,Moyen,Rarement,1,La plupart,0,0,Aucune
841,841,Mauvaise,Modérée,0,Moyen,Régulièrement,0,Tous,0,0,Aucune
842,842,Moyenne,Aucune,0,Faible,Intensivement,0,La plupart,0,0,Gestion du stress
843,843,Très mauvaise,Modérée,0,Faible,Parfois,0,Tous,1,1,Expression écrite
844,844,Moyenne,Modérée,1,Moyen,Parfois,1,Tous,0,0,Mémorisation
845,845,Bonne,Aucune,0,Faible,Régulièrement,0,La plupart,0,0,Organisation du travail
846,846,Moyenne,Légère,1,Élevé,Parfois,0,Tous,1,0,Expression écrite
847,847,Très mauvaise,Légère,1,Élevé,Intensivement,0,Tous,0,0,Aucune
848,848,Moyenne,Légère,0,Moyen,Rarement,1,Quelques-uns,0,0,Mémorisation
849,849,Très bonne,Sévère,0,Faible,Régulièrement,0,La plupart,0,0,Aucune
850,850,Moyenne,Aucune,0,Moyen,Régulièrement,0,Tous,0,0,Compréhension des cours
851,851,Bonne,Modérée,0,Moyen,Régulièrement,1,Tous,0,0,Aucune
852,852,Moyenne,Aucune,1,Élevé,Intensivement,0,Tous,0,0,Organisation du travail
853,853,Très bonne,Légère,1,Faible,Parfois,0,Tous,0,0,Organisation du travail
854,854,Moyenne,Sévère,0,Moyen,Parfois,0,Tous,0,0,Compréhension des cours
855,855,Moyenne,Modérée,0,Faible,Rarement,1,Tous,1,0,Mémorisation
856,856,Moyenne,Légère,0,Faible,Régulièrement,1,La plupart,0,0,Aucune
857,857,Très bonne,Sévère,0,Faible,Rarement,1,Tous,0,0,Aucune
858,858,Moyenne,Légère,0,Moyen,Régulièrement,0,La plupart,0,0,Mémorisation
859,859,Moyenne,Aucune,1,Élevé,Jamais,1,Tous,1,1,Gestion du stress
860,860,Bonne,Modérée,0,Moyen,Intensivement,0,Tous,0,0,Aucune
861,861,Bonne,Modérée,0,Moyen,Rarement,1,Tous,0,0,Gestion du stress
862,862,Bonne,Légère,0,Élevé,Régulièrement,0,La plupart,0,0,Aucune
863,863,Mauvaise,Sévère,0,Moyen,Parfois,0,La plupart,0,0,Mémorisation
864,864,Mauvaise,Aucune,1,Moyen,Parfois,1,La plupart,0,0,Mémorisation
865,865,Bonne,Légère,1,Élevé,Intensivement,0,Tous,1,0,Mémorisation
866,866,Moyenne,Aucune,0,Élevé,Régulièrement,0,Tous,0,0,Aucune
867,867,Mauvaise,Modérée,1,Élevé,Parfois,1,Tous,0,0,Mémorisation
868,868,Très bonne,Modérée,0,Élevé,Intensivement,0,Tous,0,0,Aucune
869,869,Bonne,Aucune,1,Élevé,Intensivement,0,Tous,0,0,Aucune
870,870,Moyenne,Aucune,1,Faible,Intensivement,0,La plupart,0,0,Aucune
871,871,Bonne,Légère,1,Faible,Rarement,0,Tous,0,0,Compréhension des cours
872,872,Bonne,Aucune,1,Élevé,Régulièrement,0,Quelques-uns,0,0,Compréhension des cours
873,873,Mauvaise,Aucune,0,Faible,Régulièrement,0,Tous,0,0,Mémorisation
874,874,Mauvaise,Modérée,0,Élevé,Parfois,0,Tous,0,0,Expression écrite
875,875,Mauvaise,Modérée,0,Faible,Parfois,1,Tous,1,0,Organisation du travail
876,876,Moyenne,Légère,0,Faible,Régulièrement,1,Tous,0,0,Mémorisation
877,877,Très bonne,Légère,0,Moyen,Parfois,0,Tous,0,0,Aucune
878,878,Moyenne,Légère,0,Moyen,Parfois,0,La plupart,0,0,Aucune
879,879,Très bonne,Légère,0,Élevé,Régulièrement,1,Tous,0,0,Gestion du stress
880,880,Bonne,Aucune,0,Moyen,Rarement,1,Aucun,0,0,Gestion du stress
881,881,Très mauvaise,Modérée,0,Faible,Rarement,1,Tous,0,0,Aucune
882,882,Moyenne,Légère,0,Faible,Régulièrement,1,Tous,0,0,Mémorisation
883,883,Très bonne,Légère,0,Élevé,Régulièrement,0,Tous,0,0,Organisation du travail
884,884,Bonne,Modérée,0,Moyen,Parfois,0,Tous,0,0,Aucune
885,885,Moyenne,Légère,0,Faible,Régulièrement,0,Quelques-uns,0,0,Organisation du travail
886,886,Bonne,Modérée,1,Élevé,Régulièrement,0,Quelques-uns,0,0,Aucune
887,887,Bonne,Légère,0,Moyen,Parfois,1,Tous,0,0,Expression écrite
888,888,Très mauvaise,Sévère,1,Élevé,Parfois,0,La plupart,1,0,Gestion du stress
889,889,Très bonne,Aucune,0,Élevé,Régulièrement,0,Tous,0,0,Aucune
890,890,Moyenne,Aucune,0,Élevé,Régulièrement,0,La plupart,0,0,Compréhension des cours
891,891,Bonne,Aucune,0,Faible,Régulièrement,0,Tous,0,0,Aucune
892,892,Moyenne,Aucune,0,Élevé,Régulièrement,0,Tous,0,0,Aucune
893,893,Bonne,Aucune,1,Élevé,Intensivement,0,Quelques-uns,0,0,Compréhension des cours
894,894,Très bonne,Aucune,0,Élevé,Intensivement,0,Tous,0,0,Organisation du travail
895,895,Moyenne,Modérée,0,Élevé,Rarement,0,Tous,1,1,Aucune
896,896,Très mauvaise,Légère,0,Élevé,Parfois,0,Tous,0,0,Aucune
897,897,Moyenne,Légère,1,Élevé,Régulièrement,1,Tous,0,0,Aucune
898,898,Bonne,Modérée,0,Élevé,Parfois,1,Tous,1,0,Aucune
899,899,Bonne,Légère,1,Moyen,Régulièrement,0,Tous,0,0,Compréhension des cours
900,900,Très bonne,Aucune,1,Élevé,Régulièrement,0,Tous,0,0,Gestion du stress
901,901,Très bonne,Sévère,0,Moyen,Parfois,1,Tous,0,0,Expression écrite
902,902,Moyenne,Aucune,0,Moyen,Régulièrement,0,Tous,0,0,Gestion du stress
903,903,Mauvaise,Légère,1,Moyen,Parfois,1,Tous,0,0,Expression écrite
904,904,Mauvaise,Légère,0,Moyen,Régulièrement,0,Tous,0,0,Compréhension des cours
905,905,Très mauvaise,Modérée,0,Faible,Rarement,1,Tous,0,0,Compréhension des cours
906,906,Très bonne,Légère,1,Élevé,Parfois,1,Tous,1,1,Gestion du stress
907,907,Moyenne,Sévère,1,Moyen,Parfois,0,Tous,0,0,Aucune
908,908,Bonne,Légère,0,Faible,Régulièrement,0,La plupart,0,0,Expression écrite
909,909,Bonne,Aucune,1,Faible,Intensivement,0,Tous,0,0,Aucune
910,910,Bonne,Aucune,0,Élevé,Intensivement,0,Tous,0,0,Aucune
911,911,Très mauvaise,Aucune,0,Moyen,Intensivement,0,La plupart,0,0,Mémorisation
912,912,Très bonne,Aucune,1,Faible,Intensivement,1,Tous,0,0,Mémorisation
913,913,Très mauvaise,Aucune,0,Faible,Intensivement,0,La plupart,0,0,Compréhension des cours
914,914,Moyenne,Modérée,1,Moyen,Parfois,1,Tous,0,0,Gestion du stress
915,915,Très mauvaise,Modérée,0,Faible,Régulièrement,0,Tous,1,0,Organisation du travail
916,916,Bonne,Modérée,0,Faible,Parfois,0,Tous,0,0,Aucune
917,917,Bonne,Aucune,1,Moyen,Régulièrement,0,Tous,0,0,Mémorisation
918,918,Bonne,Sévère,1,Faible,Rarement,0,Tous,1,1,Aucune
919,919,Mauvaise,Modérée,0,Faible,Intensivement,0,La plupart,0,0,Aucune
920,920,Très bonne,Aucune,1,Moyen,Intensivement,0,Tous,0,0,Aucune
921,921,Moyenne,Modérée,0,Élevé,Parfois,1,Tous,0,0,Expression écrite
922,922,Bonne,Légère,1,Moyen,Intensivement,0,Tous,0,0,Aucune
923,923,Mauvaise,Modérée,0,Faible,Parfois,1,La plupart,0,0,Compréhension des cours
924,924,Moyenne,Sévère,0,Élevé,Rarement,1,Tous,0,0,Aucune
925,925,Mauvaise,Modérée,1,Moyen,Rarement,0,Aucun,0,0,Aucune
926,926,Moyenne,Aucune,1,Moyen,Régulièrement,0,La plupart,1,0,Aucune
927,927,Très bonne,Légère,0,Élevé,Intensivement,0,Tous,0,0,Aucune
928,928,Mauvaise,Légère,1,Faible,Parfois,0,Tous,0,0,Compréhension des cours
