id_etudiant,isolement_social,victime_harcelement,difficultes_financieres_recurrentes,estime_de_soi,frequence_etude_lecons,score_risque,niveau_risque
1005,0,0,0,Moyenne,Régulièrement,2,Risque faible
1006,0,0,0,Moyenne,Rarement,2,Risque faible
1007,1,0,0,Moyenne,Régulièrement,4,Risque modéré
1008,1,0,1,Moyenne,Parfois,6,Risque élevé
1009,0,0,1,Moyenne,Parfois,4,Risque modéré
1010,0,0,0,Élevée,Rarement,3,Risque modéré
1011,0,0,1,Moyenne,Régulièrement,5,Risque modéré
1012,0,1,1,Moyenne,Intensivement,7,Risque élevé
1013,0,0,0,Élevée,Parfois,1,Risque faible
1014,0,0,0,Moyenne,Parfois,2,Risque faible
1015,0,0,1,Élevée,Intensivement,3,Risque modéré
1016,0,0,0,Faible,Parfois,4,Risque modéré
1017,0,0,0,Faible,Régulièrement,3,Risque modéré
1018,0,0,0,Moyenne,Régulièrement,2,Risque faible
1019,1,0,0,Moyenne,Rarement,5,Risque modéré
1020,1,0,0,Moyenne,Rarement,6,Risque élevé
1021,0,0,0,Élevée,Parfois,0,Risque faible
1022,0,0,0,Moyenne,Intensivement,2,Risque faible
1023,1,0,1,Moyenne,Régulièrement,7,Risque élevé
1024,0,0,1,Élevée,Régulièrement,2,Risque faible
1025,1,0,0,Moyenne,Intensivement,3,Risque modéré
1026,0,0,0,Moyenne,Régulièrement,1,Risque faible
1027,0,0,0,Moyenne,Régulièrement,1,Risque faible
1028,0,0,0,Élevée,Régulièrement,2,Risque faible
1029,0,0,0,Moyenne,Intensivement,1,Risque faible
1030,0,0,0,Moyenne,Parfois,1,Risque faible
1031,0,0,0,Faible,Intensivement,3,Risque modéré
1032,1,0,0,Faible,Parfois,5,Risque modéré
1033,1,0,1,Élevée,Parfois,5,Risque modéré
1034,0,0,1,Élevée,Intensivement,3,Risque modéré
1035,0,0,0,Moyenne,Régulièrement,2,Risque faible
1036,1,0,1,Moyenne,Régulièrement,7,Risque élevé
1037,0,0,1,Moyenne,Intensivement,4,Risque modéré
1038,0,0,0,Moyenne,Intensivement,1,Risque faible
1039,0,0,1,Élevée,Parfois,4,Risque modéré
1040,0,0,0,Moyenne,Régulièrement,2,Risque faible
1041,0,1,0,Faible,Régulièrement,6,Risque élevé
1042,0,0,0,Moyenne,Parfois,1,Risque faible
1043,0,0,0,Élevée,Parfois,1,Risque faible
1044,0,0,0,Moyenne,Parfois,3,Risque modéré
1045,0,0,1,Moyenne,Rarement,6,Risque élevé
1046,0,0,0,Moyenne,Parfois,1,Risque faible
1047,0,0,0,Moyenne,Régulièrement,2,Risque faible
1048,0,0,0,Moyenne,Intensivement,1,Risque faible
1049,0,0,0,Moyenne,Régulièrement,2,Risque faible
1050,1,0,1,Élevée,Régulièrement,6,Risque élevé
1051,0,0,0,Moyenne,Intensivement,2,Risque faible
1052,1,0,1,Faible,Régulièrement,8,Risque élevé
1053,0,0,0,Élevée,Régulièrement,0,Risque faible
1054,0,0,0,Élevée,Intensivement,0,Risque faible
1055,0,0,0,Faible,Régulièrement,3,Risque modéré
1056,1,0,0,Moyenne,Régulièrement,3,Risque modéré
1057,0,0,0,Élevée,Rarement,3,Risque modéré
1058,0,0,0,Élevée,Rarement,2,Risque faible
1059,0,0,0,Élevée,Jamais,4,Risque modéré
1060,0,0,1,Élevée,Parfois,3,Risque modéré
1061,1,0,0,Élevée,Parfois,2,Risque faible
1062,0,0,0,Moyenne,Parfois,3,Risque modéré
1063,0,0,0,Élevée,Régulièrement,0,Risque faible
1064,0,1,0,Élevée,Parfois,4,Risque modéré
1065,0,0,0,Faible,Jamais,5,Risque modéré
1066,0,0,0,Moyenne,Parfois,2,Risque faible
1067,0,0,0,Élevée,Intensivement,1,Risque faible
1068,0,0,0,Moyenne,Intensivement,2,Risque faible
1069,0,0,0,Élevée,Régulièrement,0,Risque faible
1070,0,0,0,Élevée,Parfois,2,Risque faible
1071,0,0,0,Moyenne,Rarement,4,Risque modéré
1072,1,0,0,Faible,Régulièrement,6,Risque élevé
1073,0,0,0,Élevée,Parfois,1,Risque faible
1074,0,0,0,Élevée,Parfois,1,Risque faible
1075,0,0,0,Élevée,Régulièrement,0,Risque faible
1076,0,0,0,Moyenne,Parfois,2,Risque faible
1077,0,0,0,Élevée,Régulièrement,1,Risque faible
1078,0,0,0,Élevée,Régulièrement,0,Risque faible
1079,1,0,0,Moyenne,Parfois,4,Risque modéré
1080,0,0,0,Élevée,Parfois,0,Risque faible
1081,0,0,1,Élevée,Rarement,5,Risque modéré
1082,0,0,0,Moyenne,Parfois,2,Risque faible
1083,0,0,0,Élevée,Parfois,0,Risque faible
1084,1,0,0,Faible,Régulièrement,5,Risque modéré
1085,0,0,0,Moyenne,Intensivement,1,Risque faible
1086,0,0,0,Élevée,Parfois,1,Risque faible
1087,0,0,1,Élevée,Rarement,5,Risque modéré
1088,0,0,0,Faible,Parfois,4,Risque modéré
1089,0,1,1,Moyenne,Régulièrement,6,Risque élevé
1090,0,0,0,Élevée,Parfois,0,Risque faible
1091,0,0,1,Faible,Rarement,7,Risque élevé
1092,1,0,0,Faible,Jamais,8,Risque élevé
1093,0,0,1,Faible,Parfois,6,Risque élevé
1094,0,1,1,Faible,Intensivement,8,Risque élevé
1095,0,0,1,Faible,Régulièrement,6,Risque élevé
1096,0,0,0,Moyenne,Intensivement,2,Risque faible
1097,0,0,0,Élevée,Parfois,1,Risque faible
1098,0,0,0,Élevée,Parfois,1,Risque faible
1099,1,0,1,Moyenne,Jamais,9,Très haut risque
1100,0,0,0,Élevée,Régulièrement,0,Risque faible
1101,0,0,0,Moyenne,Parfois,2,Risque faible
1102,0,0,0,Moyenne,Intensivement,2,Risque faible
1103,0,0,0,Moyenne,Régulièrement,2,Risque faible
1104,0,0,0,Faible,Jamais,6,Risque élevé
1105,0,0,0,Élevée,Parfois,2,Risque faible
1106,0,0,0,Élevée,Jamais,3,Risque modéré
1107,0,0,1,Élevée,Parfois,3,Risque modéré
1108,0,0,0,Élevée,Régulièrement,0,Risque faible
1109,1,0,0,Élevée,Intensivement,2,Risque faible
1110,0,0,0,Élevée,Régulièrement,1,Risque faible
1111,0,0,1,Élevée,Régulièrement,3,Risque modéré
1112,0,0,0,Élevée,Intensivement,0,Risque faible
1113,0,0,0,Moyenne,Rarement,4,Risque modéré
1114,0,0,0,Élevée,Parfois,0,Risque faible
1115,0,0,0,Faible,Régulièrement,4,Risque modéré
1116,0,0,0,Élevée,Régulièrement,0,Risque faible
1117,0,0,0,Moyenne,Parfois,2,Risque faible
1118,0,0,0,Faible,Parfois,4,Risque modéré
1119,0,0,1,Élevée,Parfois,2,Risque faible
1120,0,0,0,Moyenne,Régulièrement,2,Risque faible
1121,0,0,0,Moyenne,Régulièrement,2,Risque faible
1122,0,0,0,Moyenne,Parfois,2,Risque faible
1123,0,0,1,Moyenne,Régulièrement,5,Risque modéré
1124,0,0,0,Moyenne,Parfois,2,Risque faible
1125,0,0,0,Moyenne,Intensivement,2,Risque faible
1126,0,0,1,Moyenne,Parfois,5,Risque modéré
1127,0,1,0,Faible,Régulièrement,6,Risque élevé
1128,0,0,0,Faible,Régulièrement,4,Risque modéré
1129,0,1,0,Faible,Parfois,5,Risque modéré
1130,0,0,0,Moyenne,Régulièrement,3,Risque modéré
1131,0,0,0,Moyenne,Parfois,2,Risque faible
1132,0,0,1,Faible,Régulièrement,5,Risque modéré
1133,0,0,0,Élevée,Régulièrement,0,Risque faible
1134,0,0,0,Élevée,Régulièrement,1,Risque faible
1135,0,0,0,Élevée,Parfois,1,Risque faible
1136,0,0,1,Élevée,Régulièrement,3,Risque modéré
1137,1,0,1,Moyenne,Régulièrement,6,Risque élevé
1138,0,0,0,Moyenne,Parfois,2,Risque faible
1139,0,0,0,Moyenne,Intensivement,3,Risque modéré
1140,0,0,1,Moyenne,Rarement,5,Risque modéré
1141,0,0,0,Moyenne,Parfois,2,Risque faible
1142,0,0,0,Moyenne,Intensivement,3,Risque modéré
1143,0,0,0,Moyenne,Régulièrement,2,Risque faible
1144,0,0,0,Élevée,Régulièrement,0,Risque faible
1145,0,0,0,Élevée,Intensivement,0,Risque faible
1146,0,0,0,Élevée,Régulièrement,1,Risque faible
1147,0,0,0,Moyenne,Rarement,4,Risque modéré
1148,0,0,0,Moyenne,Parfois,2,Risque faible
1149,0,0,0,Moyenne,Régulièrement,2,Risque faible
1150,0,1,0,Élevée,Régulièrement,4,Risque modéré
1151,0,0,1,Moyenne,Régulièrement,4,Risque modéré
1152,0,0,0,Faible,Intensivement,3,Risque modéré
1153,0,0,0,Faible,Régulièrement,4,Risque modéré
1154,1,0,0,Moyenne,Intensivement,3,Risque modéré
1155,0,0,0,Moyenne,Jamais,5,Risque modéré
1156,0,0,0,Moyenne,Intensivement,1,Risque faible
1157,0,0,1,Moyenne,Parfois,4,Risque modéré
1158,0,0,0,Moyenne,Parfois,2,Risque faible
1159,0,0,0,Moyenne,Parfois,2,Risque faible
1160,0,0,0,Moyenne,Régulièrement,2,Risque faible
1161,0,0,0,Faible,Parfois,3,Risque modéré
1162,0,0,0,Moyenne,Parfois,2,Risque faible
1163,0,0,1,Moyenne,Intensivement,3,Risque modéré
1164,1,1,0,Faible,Rarement,8,Risque élevé
1165,0,0,0,Élevée,Rarement,2,Risque faible
1166,0,0,0,Élevée,Régulièrement,0,Risque faible
1167,0,0,0,Moyenne,Rarement,3,Risque modéré
1168,0,0,1,Élevée,Régulièrement,3,Risque modéré
1169,0,0,0,Élevée,Parfois,1,Risque faible
1170,0,0,0,Élevée,Régulièrement,1,Risque faible
1171,0,0,1,Moyenne,Parfois,4,Risque modéré
1172,0,0,0,Moyenne,Rarement,3,Risque modéré
1173,1,0,0,Faible,Régulièrement,5,Risque modéré
1174,0,0,0,Faible,Rarement,5,Risque modéré
1175,0,0,0,Élevée,Parfois,1,Risque faible
1176,0,0,0,Élevée,Régulièrement,0,Risque faible
1177,0,0,0,Élevée,Régulièrement,1,Risque faible
1178,1,0,0,Faible,Régulièrement,6,Risque élevé
1179,0,0,0,Élevée,Régulièrement,1,Risque faible
1180,0,0,0,Élevée,Parfois,1,Risque faible
1181,0,1,0,Faible,Parfois,5,Risque modéré
1182,0,0,1,Moyenne,Régulièrement,5,Risque modéré
1183,1,0,0,Moyenne,Régulièrement,3,Risque modéré
1184,0,0,0,Moyenne,Intensivement,2,Risque faible
1185,0,1,0,Élevée,Jamais,6,Risque élevé
1186,1,0,0,Faible,Parfois,5,Risque modéré
1187,0,1,0,Faible,Régulièrement,6,Risque élevé
1188,0,0,0,Moyenne,Régulièrement,1,Risque faible
1189,0,0,1,Élevée,Parfois,4,Risque modéré
1190,0,0,0,Moyenne,Intensivement,3,Risque modéré
1191,0,0,0,Élevée,Parfois,2,Risque faible
1192,0,0,0,Élevée,Parfois,1,Risque faible
1193,0,0,0,Moyenne,Régulièrement,2,Risque faible
1194,0,0,0,Moyenne,Régulièrement,2,Risque faible
1195,0,0,0,Moyenne,Parfois,3,Risque modéré
1196,0,0,0,Faible,Régulièrement,3,Risque modéré
1197,0,0,1,Moyenne,Parfois,5,Risque modéré
1198,0,0,0,Faible,Rarement,4,Risque modéré
1199,1,0,0,Faible,Parfois,5,Risque modéré
1200,0,0,1,Faible,Parfois,6,Risque élevé
1201,0,0,0,Élevée,Intensivement,0,Risque faible
1202,0,0,0,Moyenne,Régulièrement,2,Risque faible
1203,0,0,1,Moyenne,Parfois,5,Risque modéré
1204,0,0,1,Élevée,Rarement,5,Risque modéré
1205,0,0,0,Faible,Parfois,3,Risque modéré
1206,0,0,1,Faible,Parfois,6,Risque élevé
1207,0,0,0,Élevée,Régulièrement,0,Risque faible
1208,0,1,1,Moyenne,Parfois,7,Risque élevé
1209,0,0,1,Moyenne,Intensivement,4,Risque modéré
1210,0,0,0,Élevée,Régulièrement,0,Risque faible
1211,0,0,0,Élevée,Parfois,1,Risque faible
1212,0,0,0,Élevée,Intensivement,0,Risque faible
1213,0,0,0,Moyenne,Parfois,2,Risque faible
1214,0,0,0,Moyenne,Régulièrement,1,Risque faible
1215,0,0,0,Moyenne,Régulièrement,2,Risque faible
1216,1,0,0,Moyenne,Parfois,4,Risque modéré
1217,0,0,0,Faible,Régulièrement,4,Risque modéré
1218,0,0,1,Moyenne,Régulièrement,4,Risque modéré
1219,0,0,0,Faible,Régulièrement,4,Risque modéré
1220,0,0,0,Moyenne,Parfois,3,Risque modéré
1221,0,0,0,Élevée,Parfois,1,Risque faible
1222,0,0,0,Élevée,Régulièrement,0,Risque faible
1223,0,1,0,Faible,Parfois,5,Risque modéré
1224,0,0,0,Élevée,Régulièrement,1,Risque faible
1225,0,0,0,Faible,Régulièrement,4,Risque modéré
1226,0,0,0,Moyenne,Parfois,1,Risque faible
1227,0,0,0,Élevée,Rarement,3,Risque modéré
1228,0,0,1,Moyenne,Rarement,6,Risque élevé
1229,1,0,1,Élevée,Régulièrement,4,Risque modéré
1230,0,0,0,Faible,Régulièrement,2,Risque faible
1231,0,0,0,Élevée,Intensivement,0,Risque faible
1232,0,0,1,Élevée,Régulièrement,3,Risque modéré
1233,0,0,0,Élevée,Parfois,1,Risque faible
1234,0,0,0,Faible,Régulièrement,3,Risque modéré
1235,0,1,1,Moyenne,Rarement,8,Risque élevé
1236,0,0,0,Moyenne,Régulièrement,2,Risque faible
1237,1,0,0,Faible,Régulièrement,5,Risque modéré
1238,0,0,0,Moyenne,Rarement,3,Risque modéré
1239,0,0,1,Faible,Rarement,6,Risque élevé
1240,0,0,0,Faible,Rarement,5,Risque modéré
1241,0,0,0,Faible,Parfois,4,Risque modéré
1242,0,0,0,Faible,Intensivement,3,Risque modéré
1243,0,0,0,Moyenne,Régulièrement,2,Risque faible
1244,0,0,0,Moyenne,Parfois,2,Risque faible
1245,0,0,1,Élevée,Parfois,2,Risque faible
1246,0,0,0,Moyenne,Parfois,2,Risque faible
1247,1,1,1,Faible,Rarement,10,Très haut risque
1248,0,0,0,Moyenne,Parfois,1,Risque faible
1249,0,0,1,Moyenne,Régulièrement,4,Risque modéré
1250,0,0,1,Élevée,Rarement,5,Risque modéré
1251,0,0,0,Élevée,Régulièrement,1,Risque faible
1252,0,0,1,Élevée,Parfois,3,Risque modéré
1253,0,0,0,Élevée,Régulièrement,0,Risque faible
1254,0,0,0,Moyenne,Jamais,4,Risque modéré
1255,1,0,1,Élevée,Jamais,8,Risque élevé
1256,0,1,1,Faible,Parfois,8,Risque élevé
1257,0,0,1,Moyenne,Rarement,6,Risque élevé
1258,0,0,0,Élevée,Parfois,0,Risque faible
1259,0,0,1,Moyenne,Parfois,4,Risque modéré
1260,0,0,0,Élevée,Régulièrement,0,Risque faible
1261,0,0,0,Élevée,Rarement,3,Risque modéré
1262,0,0,1,Faible,Rarement,7,Risque élevé
1263,0,0,1,Moyenne,Parfois,5,Risque modéré
1264,0,0,0,Faible,Parfois,3,Risque modéré
1265,0,0,1,Élevée,Parfois,4,Risque modéré
1266,0,0,1,Élevée,Régulièrement,3,Risque modéré
1267,0,1,0,Moyenne,Rarement,6,Risque élevé
1268,0,0,1,Faible,Régulièrement,6,Risque élevé
1269,0,0,0,Moyenne,Parfois,2,Risque faible
1270,0,0,0,Élevée,Régulièrement,1,Risque faible
1271,0,1,0,Élevée,Rarement,5,Risque modéré
1272,0,0,0,Élevée,Intensivement,0,Risque faible
1273,0,0,0,Moyenne,Régulièrement,3,Risque modéré
1274,0,0,1,Élevée,Parfois,4,Risque modéré
1275,1,0,1,Moyenne,Rarement,7,Risque élevé
1276,0,0,0,Moyenne,Régulièrement,1,Risque faible
1277,0,0,0,Moyenne,Régulièrement,2,Risque faible
1278,0,0,1,Moyenne,Régulièrement,4,Risque modéré
1279,0,0,0,Élevée,Régulièrement,1,Risque faible
1280,0,0,0,Moyenne,Rarement,3,Risque modéré
1281,0,0,0,Moyenne,Intensivement,2,Risque faible
1282,0,0,0,Élevée,Régulièrement,1,Risque faible
1283,0,0,1,Faible,Régulièrement,6,Risque élevé
1284,0,0,0,Moyenne,Régulièrement,1,Risque faible
1285,1,0,1,Faible,Rarement,9,Très haut risque
1286,0,0,0,Moyenne,Régulièrement,2,Risque faible
1287,0,0,0,Moyenne,Parfois,2,Risque faible
1288,0,0,0,Élevée,Rarement,2,Risque faible
1289,0,0,0,Élevée,Régulièrement,0,Risque faible
1290,0,0,0,Moyenne,Parfois,2,Risque faible
1291,0,0,1,Faible,Intensivement,5,Risque modéré
1292,0,0,1,Faible,Parfois,5,Risque modéré
1293,0,0,0,Moyenne,Intensivement,1,Risque faible
1294,0,0,0,Moyenne,Intensivement,2,Risque faible
1295,1,0,1,Moyenne,Parfois,6,Risque élevé
1296,1,0,0,Moyenne,Jamais,7,Risque élevé
1297,0,0,0,Élevée,Intensivement,0,Risque faible
1298,0,0,0,Moyenne,Régulièrement,3,Risque modéré
1299,0,0,1,Faible,Parfois,6,Risque élevé
1300,0,0,1,Moyenne,Parfois,4,Risque modéré
1301,0,0,0,Moyenne,Rarement,3,Risque modéré
1302,0,0,0,Faible,Régulièrement,3,Risque modéré
1303,0,0,0,Élevée,Régulièrement,0,Risque faible
1304,0,0,1,Élevée,Régulièrement,4,Risque modéré
1305,0,0,0,Moyenne,Rarement,3,Risque modéré
1306,0,0,0,Élevée,Rarement,3,Risque modéré
1307,0,0,1,Moyenne,Régulièrement,4,Risque modéré
1308,0,0,0,Moyenne,Régulièrement,3,Risque modéré
1309,0,0,0,Élevée,Parfois,0,Risque faible
1310,0,0,0,Moyenne,Intensivement,2,Risque faible
1311,1,0,0,Faible,Régulièrement,6,Risque élevé
1312,0,0,1,Élevée,Intensivement,4,Risque modéré
1313,0,0,0,Moyenne,Rarement,4,Risque modéré
1314,0,0,1,Élevée,Parfois,3,Risque modéré
1315,1,0,0,Élevée,Jamais,6,Risque élevé
1316,0,0,0,Faible,Rarement,4,Risque modéré
1317,0,0,1,Moyenne,Régulièrement,4,Risque modéré
1318,0,0,0,Faible,Régulièrement,3,Risque modéré
1319,1,0,0,Faible,Régulièrement,4,Risque modéré
1320,0,0,0,Moyenne,Parfois,2,Risque faible
1321,0,0,0,Élevée,Intensivement,0,Risque faible
1322,0,0,1,Moyenne,Parfois,5,Risque modéré
1323,0,0,0,Moyenne,Intensivement,3,Risque modéré
1324,0,0,0,Élevée,Régulièrement,1,Risque faible
1325,0,0,0,Élevée,Parfois,0,Risque faible
1326,0,0,1,Moyenne,Intensivement,4,Risque modéré
1327,0,1,0,Moyenne,Rarement,6,Risque élevé
1328,0,0,1,Faible,Parfois,6,Risque élevé
1329,0,0,0,Moyenne,Parfois,1,Risque faible
1330,0,0,0,Faible,Régulièrement,3,Risque modéré
1331,0,0,1,Moyenne,Régulièrement,5,Risque modéré
1332,0,0,0,Élevée,Parfois,0,Risque faible
1333,0,0,0,Élevée,Parfois,0,Risque faible
1334,0,0,0,Moyenne,Régulièrement,1,Risque faible
1335,0,0,0,Moyenne,Régulièrement,3,Risque modéré
1336,0,0,1,Élevée,Régulièrement,3,Risque modéré
1337,0,0,1,Faible,Parfois,6,Risque élevé
1338,0,0,0,Élevée,Régulièrement,0,Risque faible
1339,0,0,0,Moyenne,Régulièrement,2,Risque faible
1340,0,0,0,Moyenne,Parfois,2,Risque faible
1341,0,0,0,Moyenne,Parfois,2,Risque faible
1342,0,0,0,Moyenne,Régulièrement,2,Risque faible
1343,0,0,1,Élevée,Rarement,4,Risque modéré
1344,0,0,0,Élevée,Régulièrement,1,Risque faible
1345,0,0,0,Élevée,Rarement,3,Risque modéré
1346,0,0,1,Moyenne,Régulièrement,5,Risque modéré
1347,0,0,0,Élevée,Régulièrement,0,Risque faible
1348,1,0,1,Moyenne,Parfois,7,Risque élevé
1349,0,0,1,Moyenne,Intensivement,4,Risque modéré
1350,0,0,1,Moyenne,Intensivement,5,Risque modéré
1351,0,0,1,Élevée,Rarement,4,Risque modéré
1352,0,0,0,Élevée,Parfois,1,Risque faible
1353,0,0,0,Élevée,Intensivement,0,Risque faible
1354,0,0,1,Élevée,Parfois,4,Risque modéré
1355,0,0,0,Moyenne,Régulièrement,2,Risque faible
1356,0,0,0,Élevée,Parfois,1,Risque faible
1357,0,0,0,Faible,Régulièrement,4,Risque modéré
1358,1,0,0,Faible,Régulièrement,5,Risque modéré
1359,0,0,0,Faible,Régulièrement,2,Risque faible
1360,0,0,0,Moyenne,Rarement,3,Risque modéré
1361,0,0,0,Élevée,Jamais,3,Risque modéré
1362,1,0,1,Élevée,Parfois,6,Risque élevé
1363,0,0,1,Moyenne,Régulièrement,3,Risque modéré
1364,0,0,0,Moyenne,Intensivement,2,Risque faible
1365,0,0,0,Élevée,Régulièrement,0,Risque faible
1366,1,0,0,Faible,Parfois,5,Risque modéré
1367,0,0,0,Élevée,Intensivement,0,Risque faible
1368,0,0,0,Élevée,Parfois,1,Risque faible
1369,0,0,0,Moyenne,Régulièrement,2,Risque faible
1370,0,0,0,Moyenne,Régulièrement,2,Risque faible
1371,0,0,0,Élevée,Intensivement,0,Risque faible
1372,0,0,0,Moyenne,Régulièrement,2,Risque faible
1373,0,1,0,Faible,Jamais,8,Risque élevé
1374,0,0,0,Moyenne,Rarement,3,Risque modéré
1375,0,0,0,Moyenne,Régulièrement,2,Risque faible
1376,0,0,1,Faible,Rarement,6,Risque élevé
1377,0,0,0,Moyenne,Régulièrement,2,Risque faible
1378,0,0,0,Élevée,Intensivement,1,Risque faible
1379,0,0,0,Élevée,Régulièrement,0,Risque faible
1380,1,0,0,Moyenne,Régulièrement,4,Risque modéré
1381,0,0,0,Faible,Intensivement,2,Risque faible
1382,0,0,0,Faible,Régulièrement,4,Risque modéré
1383,0,0,1,Moyenne,Parfois,4,Risque modéré
1384,0,0,0,Faible,Rarement,5,Risque modéré
1385,0,0,0,Élevée,Parfois,0,Risque faible
1386,0,0,1,Moyenne,Intensivement,4,Risque modéré
1387,0,0,0,Faible,Parfois,3,Risque modéré
1388,0,0,0,Moyenne,Parfois,2,Risque faible
1389,0,0,0,Moyenne,Intensivement,1,Risque faible
1390,0,0,0,Moyenne,Jamais,5,Risque modéré
1391,0,0,0,Élevée,Rarement,2,Risque faible
1392,0,0,0,Faible,Régulièrement,3,Risque modéré
1393,0,0,0,Moyenne,Intensivement,2,Risque faible
1394,0,0,0,Moyenne,Parfois,2,Risque faible
1395,0,0,0,Élevée,Parfois,2,Risque faible
1396,0,0,0,Faible,Parfois,3,Risque modéré
1397,0,0,1,Moyenne,Parfois,5,Risque modéré
1398,0,1,0,Moyenne,Parfois,4,Risque modéré
1399,0,0,0,Moyenne,Parfois,2,Risque faible
1400,0,0,0,Faible,Parfois,4,Risque modéré
1401,0,0,0,Faible,Intensivement,3,Risque modéré
1402,0,0,1,Faible,Parfois,5,Risque modéré
1403,0,0,0,Moyenne,Parfois,2,Risque faible
1404,0,0,0,Faible,Rarement,4,Risque modéré
1405,1,0,1,Faible,Intensivement,7,Risque élevé
1406,0,0,1,Moyenne,Parfois,5,Risque modéré
1407,0,1,1,Élevée,Rarement,6,Risque élevé
1408,0,0,0,Élevée,Régulièrement,1,Risque faible
1409,0,0,0,Élevée,Régulièrement,0,Risque faible
1410,1,0,1,Moyenne,Régulièrement,5,Risque modéré
1411,0,0,0,Moyenne,Intensivement,1,Risque faible
1412,0,0,1,Moyenne,Intensivement,5,Risque modéré
1413,0,0,0,Élevée,Parfois,2,Risque faible
1414,0,0,0,Faible,Intensivement,4,Risque modéré
1415,0,0,0,Élevée,Jamais,4,Risque modéré
1416,0,0,0,Moyenne,Jamais,4,Risque modéré
1417,0,0,0,Moyenne,Rarement,3,Risque modéré
1418,0,0,1,Faible,Régulièrement,5,Risque modéré
1419,0,0,0,Élevée,Intensivement,2,Risque faible
1420,0,0,0,Moyenne,Parfois,2,Risque faible
1421,0,0,0,Élevée,Régulièrement,0,Risque faible
1422,0,1,0,Moyenne,Intensivement,5,Risque modéré
1423,0,0,1,Faible,Régulièrement,6,Risque élevé
1424,0,0,0,Moyenne,Parfois,2,Risque faible
1425,0,0,1,Élevée,Rarement,5,Risque modéré
1426,0,0,1,Faible,Parfois,6,Risque élevé
1427,0,0,1,Élevée,Rarement,4,Risque modéré
1428,0,0,0,Moyenne,Régulièrement,3,Risque modéré
1429,1,0,0,Faible,Régulièrement,5,Risque modéré
1430,0,0,0,Élevée,Régulièrement,1,Risque faible
1431,0,0,0,Moyenne,Régulièrement,1,Risque faible
1432,0,1,0,Élevée,Rarement,4,Risque modéré
1433,0,0,0,Élevée,Rarement,2,Risque faible
1434,0,0,1,Moyenne,Régulièrement,4,Risque modéré
1435,0,0,0,Faible,Parfois,3,Risque modéré
1436,0,0,0,Moyenne,Régulièrement,2,Risque faible
1437,0,0,1,Élevée,Rarement,5,Risque modéré
1438,1,0,1,Faible,Parfois,8,Risque élevé
1439,0,0,0,Faible,Parfois,3,Risque modéré
1440,0,0,0,Moyenne,Régulièrement,1,Risque faible
1441,0,0,0,Élevée,Parfois,1,Risque faible
1442,0,0,0,Moyenne,Intensivement,1,Risque faible
1443,0,0,0,Élevée,Régulièrement,1,Risque faible
1444,1,0,0,Faible,Régulièrement,5,Risque modéré
1445,0,0,1,Moyenne,Parfois,4,Risque modéré
1446,0,0,1,Élevée,Rarement,4,Risque modéré
1447,1,0,1,Faible,Rarement,8,Risque élevé
1448,0,0,0,Élevée,Intensivement,0,Risque faible
1449,0,0,0,Élevée,Régulièrement,0,Risque faible
1450,0,0,1,Moyenne,Jamais,7,Risque élevé
1451,0,0,0,Moyenne,Régulièrement,1,Risque faible
1452,0,1,1,Moyenne,Rarement,7,Risque élevé
1453,0,0,0,Moyenne,Régulièrement,2,Risque faible
1454,0,0,0,Moyenne,Régulièrement,2,Risque faible
1455,0,0,0,Faible,Parfois,3,Risque modéré
1456,0,1,1,Élevée,Rarement,7,Risque élevé
1457,0,0,0,Moyenne,Régulièrement,2,Risque faible
1458,0,0,0,Faible,Régulièrement,2,Risque faible
1459,0,0,1,Faible,Régulièrement,5,Risque modéré
1460,0,0,0,Élevée,Parfois,1,Risque faible
1461,1,0,0,Moyenne,Régulièrement,3,Risque modéré
1462,0,0,0,Élevée,Rarement,2,Risque faible
1463,0,0,0,Faible,Intensivement,3,Risque modéré
1464,0,0,0,Moyenne,Parfois,2,Risque faible
1465,0,0,0,Moyenne,Rarement,3,Risque modéré
1466,0,0,0,Faible,Parfois,4,Risque modéré
1467,0,0,1,Élevée,Intensivement,4,Risque modéré
1468,0,0,0,Élevée,Rarement,2,Risque faible
1469,0,0,0,Moyenne,Régulièrement,3,Risque modéré
1470,0,0,1,Faible,Rarement,6,Risque élevé
1471,0,0,0,Moyenne,Régulièrement,2,Risque faible
1472,1,0,0,Faible,Rarement,6,Risque élevé
1473,0,1,1,Moyenne,Régulièrement,7,Risque élevé
1474,0,0,0,Élevée,Régulièrement,1,Risque faible
1475,0,0,1,Moyenne,Parfois,4,Risque modéré
1476,0,0,0,Élevée,Parfois,2,Risque faible
1477,0,0,1,Élevée,Rarement,5,Risque modéré
1478,0,0,0,Élevée,Intensivement,0,Risque faible
1479,0,0,1,Faible,Parfois,5,Risque modéré
1480,0,0,0,Moyenne,Intensivement,2,Risque faible
1481,0,0,0,Moyenne,Intensivement,2,Risque faible
1482,0,0,0,Élevée,Parfois,1,Risque faible
1483,0,0,0,Faible,Rarement,4,Risque modéré
1484,0,0,1,Élevée,Rarement,4,Risque modéré
1485,0,0,0,Moyenne,Parfois,2,Risque faible
1486,0,1,0,Moyenne,Régulièrement,5,Risque modéré
1487,0,0,0,Élevée,Parfois,0,Risque faible
1488,0,0,1,Moyenne,Parfois,4,Risque modéré
1489,0,0,0,Élevée,Régulièrement,1,Risque faible
1490,0,0,1,Moyenne,Intensivement,4,Risque modéré
