id_situation_eco,id_etudiant,mode_vie,a_emploi_remunere,heures_emploi_semaine,type_emploi,beneficie_bourse,montant_bourse_mensuel_fcfa,source_financement_principale,difficultes_financieres_recurrentes,depenses_mensuelles_fcfa
738,738,Chez les parents,0,0,Aucun,0,0,Parents uniquement,0,91416
739,739,Location colocation,1,20,Petits boulots,0,0,Parents + emploi,0,86391
740,740,Cité universitaire,0,0,Aucun,0,0,Autonome,0,92925
741,741,Location colocation,0,0,Aucun,1,24241,Parents + emploi,1,88950
742,742,Location seul,1,40,Petits boulots,0,0,Parents uniquement,0,88510
743,743,Chez les parents,0,0,Aucun,0,0,Bourse uniquement,0,92624
744,744,Location colocation,0,0,Aucun,0,0,Emploi rémunéré,0,188310
745,745,Location colocation,0,0,Aucun,0,0,Parents + emploi,0,136059
746,746,Chez les parents,0,0,Aucun,0,0,Parents + emploi,0,90992
747,747,Chez les parents,0,0,Aucun,0,0,Bourse uniquement,0,177522
748,748,Chez les parents,0,0,Aucun,0,0,Bourse + parents,0,83929
749,749,Location colocation,0,0,Aucun,0,0,Emploi rémunéré,0,43355
750,750,Chez un proche,0,0,Aucun,0,0,Bourse + parents,1,62907
751,751,Location colocation,0,0,Aucun,0,0,Parents uniquement,1,91374
752,752,Location colocation,0,0,Aucun,1,26460,Bourse + parents,1,43806
753,753,Chez les parents,0,0,Aucun,0,0,Bourse uniquement,0,55040
754,754,Location seul,0,0,Aucun,0,0,Parents uniquement,0,184705
755,755,Cité universitaire,1,30,Auto-emploi,1,77743,Emploi rémunéré,0,38443
756,756,Cité universitaire,0,0,Aucun,0,0,Parents + emploi,0,71122
757,757,Chez un proche,0,0,Aucun,0,0,Parents uniquement,1,102578
758,758,Location colocation,0,0,Aucun,1,24298,Parents uniquement,0,27751
759,759,Location seul,0,0,Aucun,0,0,Parents uniquement,0,115336
760,760,Cité universitaire,0,0,Aucun,0,0,Bourse + parents,1,107185
761,761,Location seul,0,0,Aucun,0,0,Emploi rémunéré,1,62192
762,762,Location seul,0,0,Aucun,0,0,Bourse + parents,0,117399
763,763,Chez les parents,0,0,Aucun,0,0,Emploi rémunéré,1,37240
764,764,Chez les parents,0,0,Aucun,0,0,Parents uniquement,0,204491
765,765,Cité universitaire,0,0,Aucun,1,27595,Parents + emploi,0,31970
766,766,Cité universitaire,0,0,Aucun,1,79730,Bourse + parents,0,182391
767,767,Location seul,0,0,Aucun,1,47974,Parents + emploi,1,61088
768,768,Cité universitaire,0,0,Aucun,0,0,Bourse + parents,0,102743
769,769,Location seul,0,0,Aucun,0,0,Parents uniquement,0,90835
770,770,Location seul,0,0,Aucun,1,71189,Parents + emploi,0,178335
771,771,Chez les parents,1,30,Petits boulots,0,0,Parents uniquement,0,79161
772,772,Chez les parents,0,0,Aucun,0,0,Parents uniquement,0,72384
773,773,Chez les parents,1,15,Emploi formel,1,72175,Parents + emploi,0,46564
774,774,Chez un proche,1,1,Auto-emploi,0,0,Parents uniquement,1,30686
775,775,Chez les parents,0,0,Aucun,0,0,Parents uniquement,0,49520
776,776,Chez un proche,0,0,Aucun,0,0,Parents uniquement,1,59022
777,777,Chez un proche,0,0,Aucun,0,0,Emploi rémunéré,0,57245
778,778,Location colocation,0,0,Aucun,1,61196,Bourse + parents,0,107937
779,779,Cité universitaire,0,0,Aucun,0,0,Parents uniquement,0,47339
780,780,Location seul,0,0,Aucun,0,0,Emploi rémunéré,1,49500
781,781,Chez les parents,1,15,Commerce informel,0,0,Bourse uniquement,1,28911
782,782,Chez un proche,0,0,Aucun,0,0,Bourse + parents,0,65022
783,783,Chez les parents,0,0,Aucun,0,0,Parents uniquement,1,52348
784,784,Chez un proche,0,0,Aucun,0,0,Parents uniquement,0,100768
785,785,Location seul,0,0,Aucun,0,0,Parents + emploi,1,25983
786,786,Location seul,0,0,Aucun,0,0,Bourse + parents,0,104074
787,787,Location seul,0,0,Aucun,0,0,Parents + emploi,0,88615
788,788,Location colocation,0,0,Aucun,0,0,Parents uniquement,0,194089
789,789,Cité universitaire,0,0,Aucun,0,0,Parents uniquement,0,64338
790,790,Chez les parents,1,10,Auto-emploi,0,0,Emploi rémunéré,0,37695
791,791,Location colocation,0,0,Aucun,0,0,Parents uniquement,0,212443
792,792,Location colocation,0,0,Aucun,0,0,Bourse + parents,0,91080
793,793,Chez les parents,0,0,Aucun,0,0,Parents + emploi,0,68187
794,794,Chez les parents,0,0,Aucun,0,0,Parents uniquement,1,81318
795,795,Location seul,0,0,Aucun,1,21854,Parents uniquement,0,101695
796,796,Chez les parents,0,0,Aucun,0,0,Parents + emploi,0,51508
797,797,Location colocation,0,0,Aucun,0,0,Emploi rémunéré,0,95770
798,798,Cité universitaire,0,0,Aucun,0,0,Parents uniquement,0,28059
799,799,Chez les parents,0,0,Aucun,1,63560,Autonome,0,129878
800,800,Chez un proche,0,0,Aucun,0,0,Parents + emploi,1,108033
801,801,Chez les parents,0,0,Aucun,0,0,Parents uniquement,0,105429
802,802,Chez un proche,0,0,Aucun,0,0,Parents + emploi,1,99602
803,803,Location colocation,0,0,Aucun,0,0,Bourse + parents,0,44657
804,804,Location colocation,0,0,Aucun,0,0,Parents uniquement,0,99524
805,805,Chez un proche,0,0,Aucun,0,0,Bourse + parents,0,75145
806,806,Location colocation,0,0,Aucun,0,0,Bourse + parents,1,65886
807,807,Chez les parents,0,0,Aucun,0,0,Parents uniquement,1,58623
808,808,Chez les parents,0,0,Aucun,0,0,Parents uniquement,0,92675
809,809,Chez les parents,0,0,Aucun,0,0,Parents + emploi,0,58703
810,810,Cité universitaire,0,0,Aucun,0,0,Parents uniquement,1,113553
811,811,Location colocation,0,0,Aucun,0,0,Parents uniquement,0,58658
812,812,Cité universitaire,0,0,Aucun,1,41688,Parents uniquement,0,70728
813,813,Chez les parents,0,0,Aucun,1,53473,Emploi rémunéré,0,46038
814,814,Cité universitaire,1,5,Petits boulots,0,0,Bourse + parents,1,36691
815,815,Cité universitaire,1,10,Emploi formel,1,63037,Bourse uniquement,0,68108
816,816,Location seul,0,0,Aucun,0,0,Parents uniquement,1,46813
817,817,Cité universitaire,0,0,Aucun,0,0,Autonome,0,86173
818,818,Location seul,0,0,Aucun,0,0,Bourse uniquement,0,74542
819,819,Cité universitaire,0,0,Aucun,0,0,Bourse uniquement,0,35308
820,820,Chez un proche,1,15,Emploi formel,1,58182,Emploi rémunéré,1,81336
821,821,Chez les parents,1,15,Petits boulots,0,0,Bourse uniquement,0,60883
822,822,Location colocation,0,0,Aucun,1,21543,Parents + emploi,1,56873
823,823,Location colocation,0,0,Aucun,0,0,Parents + emploi,0,140849
824,824,Cité universitaire,0,0,Aucun,0,0,Parents uniquement,0,63873
825,825,Chez les parents,0,0,Aucun,1,42193,Parents uniquement,1,68520
826,826,Cité universitaire,0,0,Aucun,0,0,Autonome,0,27028
827,827,Chez un proche,0,0,Aucun,0,0,Parents uniquement,0,67975
828,828,Location colocation,0,0,Aucun,0,0,Parents + emploi,0,94167
829,829,Cité universitaire,0,0,Aucun,0,0,Parents + emploi,0,64098
830,830,Cité universitaire,1,30,Auto-emploi,0,0,Bourse + parents,0,64731
831,831,Chez les parents,0,0,Aucun,0,0,Parents + emploi,0,33733
832,832,Cité universitaire,0,0,Aucun,0,0,Parents + emploi,0,25194
833,833,Location colocation,1,5,Petits boulots,0,0,Parents uniquement,0,146072
834,834,Chez les parents,0,0,Aucun,0,0,Emploi rémunéré,0,83202
835,835,Cité universitaire,0,0,Aucun,0,0,Emploi rémunéré,0,48699
836,836,Chez un proche,0,0,Aucun,0,0,Parents uniquement,0,155785
837,837,Cité universitaire,0,0,Aucun,0,0,Parents uniquement,0,68960
838,838,Chez les parents,0,0,Aucun,0,0,Emploi rémunéré,0,218687
839,839,Chez les parents,1,30,Commerce informel,0,0,Parents uniquement,0,82077
840,840,Chez les parents,0,0,Aucun,1,41577,Parents + emploi,1,59550
841,841,Chez les parents,0,0,Aucun,1,46802,Parents uniquement,0,150610
842,842,Cité universitaire,0,0,Aucun,1,25142,Parents uniquement,1,50727
843,843,Chez les parents,0,0,Aucun,0,0,Parents uniquement,0,56132
844,844,Location colocation,0,0,Aucun,0,0,Parents uniquement,0,46345
845,845,Location seul,0,0,Aucun,0,0,Parents uniquement,1,43321
846,846,Cité universitaire,0,0,Aucun,0,0,Bourse + parents,0,39509
847,847,Chez un proche,0,0,Aucun,0,0,Parents uniquement,1,59597
848,848,Chez un proche,0,0,Aucun,0,0,Parents uniquement,1,85306
849,849,Location colocation,0,0,Aucun,0,0,Parents + emploi,1,98101
850,850,Location colocation,0,0,Aucun,0,0,Emploi rémunéré,0,93989
851,851,Chez les parents,0,0,Aucun,0,0,Bourse uniquement,0,59206
852,852,Location colocation,0,0,Aucun,0,0,Bourse uniquement,0,155955
853,853,Location colocation,0,0,Aucun,0,0,Bourse + parents,1,64745
854,854,Chez les parents,0,0,Aucun,0,0,Bourse + parents,0,51981
855,855,Chez un proche,0,0,Aucun,1,69479,Emploi rémunéré,0,62592
856,856,Location colocation,0,0,Aucun,0,0,Emploi rémunéré,0,97828
857,857,Location colocation,0,0,Aucun,0,0,Parents uniquement,1,27843
858,858,Cité universitaire,0,0,Aucun,0,0,Parents uniquement,1,55073
859,859,Chez les parents,0,0,Aucun,0,0,Parents uniquement,0,48369
860,860,Chez les parents,0,0,Aucun,0,0,Emploi rémunéré,0,26459
861,861,Location colocation,0,0,Aucun,1,69672,Bourse + parents,0,77360
862,862,Location seul,0,0,Aucun,0,0,Parents uniquement,0,189639
863,863,Cité universitaire,1,1,Commerce informel,0,0,Bourse uniquement,0,59436
864,864,Location colocation,0,0,Aucun,0,0,Bourse + parents,1,58481
865,865,Cité universitaire,0,0,Aucun,0,0,Autonome,0,164254
866,866,Chez les parents,0,0,Aucun,1,53297,Emploi rémunéré,0,80920
867,867,Chez un proche,0,0,Aucun,1,79933,Emploi rémunéré,1,32422
868,868,Location colocation,0,0,Aucun,0,0,Bourse + parents,0,185758
869,869,Location seul,0,0,Aucun,0,0,Parents uniquement,0,102837
870,870,Location colocation,1,10,Commerce informel,0,0,Emploi rémunéré,1,59691
871,871,Chez un proche,1,40,Commerce informel,1,22792,Bourse uniquement,0,50188
872,872,Chez un proche,1,15,Auto-emploi,0,0,Parents uniquement,0,54406
873,873,Cité universitaire,1,10,Auto-emploi,0,0,Parents uniquement,1,46327
874,874,Chez un proche,0,0,Aucun,1,22792,Autonome,0,58911
875,875,Chez un proche,0,0,Aucun,0,0,Parents + emploi,1,27551
876,876,Cité universitaire,0,0,Aucun,0,0,Parents uniquement,0,107563
877,877,Location seul,0,0,Aucun,0,0,Parents uniquement,0,85357
878,878,Location colocation,1,30,Auto-emploi,1,73147,Bourse + parents,0,36880
879,879,Chez les parents,0,0,Aucun,0,0,Parents uniquement,0,211135
880,880,Chez les parents,0,0,Aucun,0,0,Bourse + parents,1,23626
881,881,Chez les parents,0,0,Aucun,0,0,Emploi rémunéré,0,40819
882,882,Location colocation,0,0,Aucun,0,0,Parents uniquement,0,47775
883,883,Chez les parents,0,0,Aucun,0,0,Parents uniquement,0,204960
884,884,Chez les parents,0,0,Aucun,0,0,Parents uniquement,0,89862
885,885,Chez un proche,1,5,Commerce informel,0,0,Emploi rémunéré,1,34402
886,886,Cité universitaire,1,5,Petits boulots,1,60897,Parents + emploi,1,30133
887,887,Cité universitaire,0,0,Aucun,0,0,Emploi rémunéré,0,107279
888,888,Location seul,0,0,Aucun,1,60583,Bourse + parents,0,99831
889,889,Location colocation,0,0,Aucun,0,0,Parents + emploi,0,107898
890,890,Location colocation,1,10,Petits boulots,0,0,Bourse + parents,0,35121
891,891,Location colocation,0,0,Aucun,0,0,Parents uniquement,0,96190
892,892,Cité universitaire,1,15,Auto-emploi,1,45136,Parents uniquement,1,60546
893,893,Chez les parents,0,0,Aucun,1,22243,Bourse + parents,1,75417
894,894,Chez les parents,0,0,Aucun,0,0,Parents uniquement,0,119319
895,895,Location colocation,0,0,Aucun,0,0,Parents uniquement,0,52489
896,896,Location colocation,0,0,Aucun,1,32771,Bourse + parents,1,56816
897,897,Location seul,0,0,Aucun,0,0,Parents uniquement,0,136115
898,898,Chez les parents,0,0,Aucun,0,0,Parents uniquement,1,103801
899,899,Chez un proche,1,10,Auto-emploi,1,51690,Parents + emploi,1,89503
900,900,Chez un proche,0,0,Aucun,0,0,Parents uniquement,0,111172
901,901,Chez un proche,1,15,Petits boulots,1,60831,Bourse + parents,0,63075
902,902,Location colocation,0,0,Aucun,1,56812,Parents uniquement,0,84323
903,903,Cité universitaire,0,0,Aucun,0,0,Bourse + parents,1,103591
904,904,Location colocation,0,0,Aucun,0,0,Autonome,0,53352
905,905,Chez les parents,0,0,Aucun,0,0,Parents + emploi,1,69060
906,906,Location seul,0,0,Aucun,0,0,Parents + emploi,0,110978
907,907,Chez les parents,0,0,Aucun,0,0,Parents uniquement,0,66291
908,908,Location seul,0,0,Aucun,0,0,Bourse uniquement,0,157261
909,909,Location colocation,0,0,Aucun,0,0,Parents uniquement,0,131244
910,910,Location colocation,0,0,Aucun,0,0,Bourse + parents,0,104183
911,911,Chez un proche,0,0,Aucun,1,72739,Parents uniquement,1,107896
912,912,Chez les parents,0,0,Aucun,0,0,Emploi rémunéré,1,30249
913,913,Location colocation,0,0,Aucun,1,30731,Emploi rémunéré,0,103037
914,914,Cité universitaire,0,0,Aucun,0,0,Parents uniquement,0,101132
915,915,Location colocation,0,0,Aucun,0,0,Bourse + parents,1,30055
916,916,Location colocation,0,0,Aucun,1,39245,Parents + emploi,0,107135
917,917,Location seul,1,20,Commerce informel,0,0,Parents uniquement,0,87022
918,918,Cité universitaire,1,15,Commerce informel,0,0,Bourse uniquement,0,48563
919,919,Chez un proche,0,0,Aucun,1,36570,Bourse + parents,0,96256
920,920,Cité universitaire,0,0,Aucun,0,0,Bourse + parents,1,89382
921,921,Location colocation,0,0,Aucun,0,0,Bourse + parents,1,27776
922,922,Location seul,0,0,Aucun,0,0,Parents + emploi,1,67229
923,923,Chez les parents,0,0,Aucun,0,0,Emploi rémunéré,0,77025
924,924,Location colocation,0,0,Aucun,0,0,Emploi rémunéré,0,49985
925,925,Chez les parents,0,0,Aucun,1,72665,Bourse uniquement,0,55252
926,926,Location colocation,0,0,Aucun,0,0,Parents uniquement,0,81903
927,927,Location colocation,0,0,Aucun,0,0,Bourse + parents,0,99974
928,928,Cité universitaire,0,0,Aucun,1,35494,Parents + emploi,0,39918
929,929,Cité universitaire,0,0,Aucun,1,56101,Parents uniquement,0,103277
930,930,Chez un proche,0,0,Aucun,1,40987,Parents uniquement,0,51408
931,931,Location colocation,0,0,Aucun,0,0,Bourse + parents,1,23526
932,932,Chez un proche,0,0,Aucun,0,0,Bourse + parents,0,150632
933,933,Location seul,1,30,Commerce informel,0,0,Parents uniquement,0,22130
934,934,Chez les parents,0,0,Aucun,0,0,Emploi rémunéré,0,54522
935,935,Location colocation,0,0,Aucun,0,0,Parents uniquement,0,88894
936,936,Cité universitaire,0,0,Aucun,0,0,Parents uniquement,0,47575
937,937,Chez un proche,0,0,Aucun,0,0,Parents uniquement,0,93770
938,938,Cité universitaire,0,0,Aucun,0,0,Bourse + parents,0,48492
939,939,Location seul,1,15,Petits boulots,0,0,Bourse + parents,0,78219
940,940,Cité universitaire,1,15,Commerce informel,1,79644,Emploi rémunéré,0,24791
941,941,Chez les parents,1,15,Commerce informel,0,0,Bourse uniquement,0,31122
942,942,Chez un proche,0,0,Aucun,0,0,Autonome,0,202650
943,943,Chez un proche,0,0,Aucun,1,73205,Parents + emploi,0,78202
944,944,Chez les parents,0,0,Aucun,0,0,Parents uniquement,0,91773
945,945,Location seul,0,0,Aucun,0,0,Bourse + parents,0,140611
946,946,Cité universitaire,0,0,Aucun,0,0,Parents + emploi,0,100418
947,947,Chez un proche,0,0,Aucun,0,0,Emploi rémunéré,0,58022
948,948,Location seul,0,0,Aucun,0,0,Bourse + parents,0,46145
949,949,Cité universitaire,1,15,Commerce informel,0,0,Parents + emploi,1,51276
950,950,Chez les parents,0,0,Aucun,1,70515,Parents + emploi,0,59624
951,951,Location seul,0,0,Aucun,0,0,Bourse + parents,0,92367
952,952,Chez un proche,0,0,Aucun,0,0,Bourse + parents,1,38681
953,953,Location seul,0,0,Aucun,0,0,Emploi rémunéré,0,103860
954,954,Cité universitaire,0,0,Aucun,1,58153,Bourse + parents,1,103525
955,955,Location seul,0,0,Aucun,0,0,Parents + emploi,0,100581
956,956,Location seul,0,0,Aucun,0,0,Parents uniquement,0,33241
957,957,Chez les parents,0,0,Aucun,0,0,Parents uniquement,0,33330
958,958,Chez un proche,0,0,Aucun,0,0,Autonome,0,91914
959,959,Chez les parents,0,0,Aucun,0,0,Parents uniquement,0,74230
960,960,Chez un proche,1,15,Auto-emploi,0,0,Emploi rémunéré,1,86066
961,961,Location colocation,0,0,Aucun,1,50364,Emploi rémunéré,1,25093
962,962,Chez les parents,1,10,Commerce informel,0,0,Parents + emploi,0,99225
963,963,Cité universitaire,1,1,Emploi formel,1,52866,Parents uniquement,0,66407
964,964,Location colocation,0,0,Aucun,0,0,Bourse + parents,1,83493
965,965,Cité universitaire,0,0,Aucun,0,0,Parents + emploi,0,56238
966,966,Location colocation,0,0,Aucun,0,0,Parents uniquement,0,109744
967,967,Chez les parents,0,0,Aucun,1,45991,Bourse + parents,0,87010
968,968,Chez les parents,0,0,Aucun,0,0,Bourse + parents,1,45009
969,969,Chez les parents,0,0,Aucun,1,37113,Parents uniquement,0,28932
970,970,Cité universitaire,0,0,Aucun,1,73252,Parents + emploi,1,65257
971,971,Location seul,0,0,Aucun,1,65478,Parents + emploi,0,159161
972,972,Chez les parents,1,1,Petits boulots,0,0,Parents + emploi,0,58524
973,973,Chez un proche,0,0,Aucun,0,0,Parents uniquement,0,131091
974,974,Chez les parents,0,0,Aucun,0,0,Autonome,0,49773
975,975,Location seul,0,0,Aucun,0,0,Parents + emploi,0,43962
976,976,Location colocation,0,0,Aucun,0,0,Parents uniquement,1,71497
977,977,Chez un proche,0,0,Aucun,1,60536,Emploi rémunéré,0,39616
978,978,Location colocation,0,0,Aucun,1,77231,Bourse + parents,0,23606
979,979,Chez les parents,0,0,Aucun,0,0,Parents + emploi,1,108078
980,980,Location colocation,1,20,Petits boulots,1,61212,Emploi rémunéré,1,35199
981,981,Location colocation,0,0,Aucun,1,69454,Bourse + parents,0,57083
982,982,Location seul,1,15,Petits boulots,0,0,Parents uniquement,1,46057
983,983,Cité universitaire,0,0,Aucun,0,0,Bourse + parents,0,95343
984,984,Cité universitaire,0,0,Aucun,0,0,Bourse + parents,1,40299
985,985,Chez un proche,0,0,Aucun,0,0,Parents uniquement,1,218680
986,986,Chez un proche,0,0,Aucun,0,0,Parents uniquement,0,165716
987,987,Chez un proche,1,5,Emploi formel,0,0,Emploi rémunéré,1,53942
988,988,Chez les parents,0,0,Aucun,0,0,Bourse + parents,0,109913
989,989,Chez les parents,1,15,Petits boulots,0,0,Parents uniquement,1,104884
990,990,Chez les parents,0,0,Aucun,0,0,Parents uniquement,0,104749
991,991,Location seul,0,0,Aucun,1,52573,Bourse + parents,1,22644
992,992,Location seul,1,10,Emploi formel,0,0,Parents uniquement,0,99763
993,993,Chez les parents,1,15,Emploi formel,0,0,Emploi rémunéré,1,24813
994,994,Cité universitaire,0,0,Aucun,0,0,Bourse + parents,0,50327
995,995,Cité universitaire,0,0,Aucun,0,0,Parents uniquement,0,65739
996,996,Location colocation,0,0,Aucun,0,0,Bourse uniquement,0,48631
997,997,Cité universitaire,0,0,Aucun,0,0,Emploi rémunéré,0,61018
998,998,Chez un proche,0,0,Aucun,0,0,Parents uniquement,0,87009
999,999,Location colocation,0,0,Aucun,1,70092,Bourse + parents,0,76014
1000,1000,Cité universitaire,0,0,Aucun,1,52574,Parents + emploi,1,44818
1001,1001,Cité universitaire,0,0,Aucun,1,41233,Emploi rémunéré,0,101625
1002,1002,Location seul,1,10,Commerce informel,0,0,Parents + emploi,0,101215
1003,1003,Cité universitaire,1,10,Emploi formel,0,0,Emploi rémunéré,1,58250
1004,1004,Chez les parents,0,0,Aucun,0,0,Parents uniquement,0,93956
1005,1005,Location seul,0,0,Aucun,0,0,Parents + emploi,0,82396
1006,1006,Chez les parents,0,0,Aucun,0,0,Parents uniquement,0,127252
1007,1007,Cité universitaire,0,0,Aucun,0,0,Bourse uniquement,0,60983
1008,1008,Cité universitaire,0,0,Aucun,0,0,Parents uniquement,1,103332
1009,1009,Cité universitaire,0,0,Aucun,0,0,Emploi rémunéré,1,55271
1010,1010,Location colocation,0,0,Aucun,1,66001,Emploi rémunéré,0,48621
1011,1011,Cité universitaire,0,0,Aucun,1,55425,Parents uniquement,1,34355
1012,1012,Location seul,1,5,Auto-emploi,0,0,Bourse + parents,1,64727
1013,1013,Chez un proche,0,0,Aucun,1,30059,Parents + emploi,0,67545
1014,1014,Chez les parents,0,0,Aucun,0,0,Parents uniquement,0,88990
1015,1015,Location colocation,0,0,Aucun,0,0,Parents + emploi,1,77678
1016,1016,Chez les parents,0,0,Aucun,0,0,Parents uniquement,0,25081
1017,1017,Location seul,0,0,Aucun,1,54311,Parents + emploi,0,105680
1018,1018,Chez un proche,0,0,Aucun,0,0,Parents uniquement,0,101573
1019,1019,Chez les parents,0,0,Aucun,0,0,Parents uniquement,0,100515
1020,1020,Cité universitaire,0,0,Aucun,0,0,Bourse + parents,0,36777
1021,1021,Location seul,0,0,Aucun,0,0,Bourse + parents,0,148259
1022,1022,Chez un proche,0,0,Aucun,0,0,Bourse + parents,0,58970
1023,1023,Location seul,1,1,Emploi formel,0,0,Emploi rémunéré,1,50432
1024,1024,Chez les parents,0,0,Aucun,1,30197,Emploi rémunéré,1,185950
1025,1025,Location colocation,0,0,Aucun,0,0,Parents uniquement,0,115323
1026,1026,Chez les parents,0,0,Aucun,0,0,Bourse + parents,0,143837
1027,1027,Chez les parents,0,0,Aucun,0,0,Parents + emploi,0,93340
1028,1028,Location colocation,1,20,Petits boulots,0,0,Bourse uniquement,0,60645
1029,1029,Location seul,0,0,Aucun,0,0,Parents uniquement,0,145585
1030,1030,Chez les parents,0,0,Aucun,0,0,Parents uniquement,0,150960
1031,1031,Location seul,0,0,Aucun,0,0,Bourse + parents,0,76768
1032,1032,Chez les parents,0,0,Aucun,0,0,Parents uniquement,0,91115
1033,1033,Chez les parents,0,0,Aucun,0,0,Bourse uniquement,1,69915
1034,1034,Location seul,0,0,Aucun,0,0,Parents uniquement,1,74531
1035,1035,Chez un proche,0,0,Aucun,0,0,Emploi rémunéré,0,50100
1036,1036,Chez les parents,0,0,Aucun,0,0,Parents + emploi,1,52689
1037,1037,Chez un proche,0,0,Aucun,0,0,Parents uniquement,1,93809
1038,1038,Location seul,0,0,Aucun,0,0,Bourse + parents,0,154606
1039,1039,Location colocation,0,0,Aucun,0,0,Bourse + parents,1,31777
1040,1040,Chez les parents,0,0,Aucun,0,0,Bourse + parents,0,66513
1041,1041,Cité universitaire,1,20,Auto-emploi,1,78926,Bourse + parents,0,53169
1042,1042,Chez les parents,0,0,Aucun,1,51219,Parents uniquement,0,144625
1043,1043,Location colocation,0,0,Aucun,0,0,Bourse + parents,0,55719
1044,1044,Chez les parents,1,5,Petits boulots,0,0,Emploi rémunéré,0,47562
1045,1045,Location seul,1,30,Emploi formel,0,0,Parents uniquement,1,42480
1046,1046,Location colocation,0,0,Aucun,0,0,Parents uniquement,0,133318
1047,1047,Location colocation,0,0,Aucun,1,35741,Bourse + parents,0,89477
1048,1048,Chez les parents,0,0,Aucun,0,0,Parents + emploi,0,193659
1049,1049,Chez les parents,0,0,Aucun,0,0,Parents uniquement,0,50051
1050,1050,Chez les parents,1,15,Emploi formel,0,0,Bourse uniquement,1,22661
1051,1051,Location colocation,0,0,Aucun,0,0,Parents uniquement,0,89568
1052,1052,Location colocation,1,10,Commerce informel,0,0,Parents uniquement,1,61947
1053,1053,Location seul,0,0,Aucun,1,46210,Parents uniquement,0,203359
1054,1054,Cité universitaire,0,0,Aucun,1,73592,Parents uniquement,0,134266
1055,1055,Cité universitaire,0,0,Aucun,0,0,Bourse + parents,0,96845
1056,1056,Chez les parents,0,0,Aucun,0,0,Parents uniquement,0,151512
1057,1057,Location colocation,1,5,Emploi formel,1,59556,Parents + emploi,0,35317
1058,1058,Cité universitaire,0,0,Aucun,0,0,Bourse + parents,0,53834
1059,1059,Chez les parents,1,10,Petits boulots,0,0,Bourse + parents,0,41478
1060,1060,Location seul,0,0,Aucun,0,0,Bourse + parents,1,58974
1061,1061,Chez un proche,0,0,Aucun,0,0,Parents + emploi,0,193156
1062,1062,Cité universitaire,0,0,Aucun,0,0,Emploi rémunéré,0,53349
1063,1063,Chez les parents,0,0,Aucun,1,30587,Parents + emploi,0,184675
1064,1064,Cité universitaire,0,0,Aucun,1,48183,Parents uniquement,0,64064
1065,1065,Chez un proche,0,0,Aucun,0,0,Parents uniquement,0,61558
1066,1066,Chez un proche,0,0,Aucun,0,0,Bourse uniquement,0,46023
1067,1067,Cité universitaire,0,0,Aucun,0,0,Parents + emploi,0,106545
1068,1068,Chez les parents,1,20,Auto-emploi,1,68211,Parents uniquement,0,84182
1069,1069,Chez les parents,1,15,Petits boulots,0,0,Bourse + parents,0,173213
1070,1070,Chez un proche,1,10,Auto-emploi,0,0,Bourse + parents,0,46577
1071,1071,Cité universitaire,0,0,Aucun,0,0,Autonome,0,62111
1072,1072,Chez un proche,0,0,Aucun,1,58960,Bourse + parents,0,61719
1073,1073,Chez un proche,0,0,Aucun,0,0,Bourse + parents,0,63141
1074,1074,Chez un proche,1,10,Petits boulots,0,0,Emploi rémunéré,0,109089
1075,1075,Chez un proche,0,0,Aucun,0,0,Parents + emploi,0,159520
1076,1076,Location seul,0,0,Aucun,0,0,Parents uniquement,0,91482
1077,1077,Chez les parents,0,0,Aucun,0,0,Parents + emploi,0,97912
1078,1078,Location seul,0,0,Aucun,0,0,Bourse uniquement,0,158525
1079,1079,Location seul,0,0,Aucun,0,0,Emploi rémunéré,0,51777
1080,1080,Chez les parents,1,10,Auto-emploi,0,0,Parents uniquement,0,142950
1081,1081,Cité universitaire,0,0,Aucun,0,0,Emploi rémunéré,1,26150
1082,1082,Cité universitaire,0,0,Aucun,0,0,Parents uniquement,0,95787
1083,1083,Chez les parents,0,0,Aucun,0,0,Parents uniquement,0,103325
1084,1084,Cité universitaire,1,15,Emploi formel,0,0,Bourse + parents,0,55759
1085,1085,Location seul,0,0,Aucun,0,0,Parents uniquement,0,138506
1086,1086,Chez un proche,0,0,Aucun,0,0,Bourse uniquement,0,55254
1087,1087,Location colocation,0,0,Aucun,0,0,Bourse uniquement,1,35524
1088,1088,Location seul,0,0,Aucun,0,0,Parents uniquement,0,48523
1089,1089,Chez les parents,1,10,Commerce informel,0,0,Parents uniquement,1,91252
1090,1090,Chez les parents,0,0,Aucun,0,0,Parents + emploi,0,164738
1091,1091,Chez les parents,0,0,Aucun,0,0,Bourse + parents,1,58826
1092,1092,Cité universitaire,0,0,Aucun,0,0,Bourse + parents,0,61762
1093,1093,Chez un proche,1,20,Petits boulots,1,45936,Bourse + parents,1,41722
1094,1094,Cité universitaire,1,10,Emploi formel,0,0,Bourse uniquement,1,34761
1095,1095,Location colocation,1,10,Commerce informel,0,0,Bourse uniquement,1,61037
1096,1096,Chez les parents,0,0,Aucun,0,0,Bourse + parents,0,65341
1097,1097,Location colocation,1,15,Petits boulots,0,0,Parents uniquement,0,62381
1098,1098,Location colocation,0,0,Aucun,1,31214,Parents uniquement,0,89249
1099,1099,Cité universitaire,0,0,Aucun,0,0,Parents uniquement,1,57542
1100,1100,Chez les parents,0,0,Aucun,0,0,Parents uniquement,0,163741
1101,1101,Location colocation,0,0,Aucun,0,0,Parents uniquement,0,87764
